SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
4154,Mujeeb Naimoddin Inamdar,BEED,IND,0,10th Pass,"Rs 56,000","Rs 0, "
4155,Mujeeb Rahman,WAYANAD,IND,0,10th Pass,"Rs 4,37,890","Rs 0, "
4156,Mujeeb Rahman T A,CHALAKUDY,Peoples Democratic Party,0,10th Pass,"Rs 49,43,000","Rs 0, "
4157,Mukesh,NORTH EAST DELHI,Aapki Apni Party (Peoples),,10th Pass,"Rs 1,72,85,880","Rs 6,00,000, "
4158,Mukesh Bansod,BALAGHAT,Ambedkarite Party of India,0,12th Pass,"Rs 2,05,500","Rs 0, "
4159,Mukesh Devi,KAIRANA,Mahasankalp Janta Party,0,Literate,"Rs 6,80,000","Rs 0, "
4160,Mukesh Gena,AJMER,IND,,Graduate,"Rs 62,36,000","Rs 4,50,000, "
4161,Mukesh Jadly,EAST DELHI,Uttarakhand Pragatisheel Party,0,Post Graduate,"Rs 1,25,04,856","Rs 9,50,000, "
4162,Mukesh Kumar,TONK SAWAI MADHOPUR,SHS,,Literate,"Rs 1,01,58,25,000","Rs 10,00,00,000, "
4163,Mukesh Kumar,BIJNOR,AIFB,0,8th Pass,"Rs 28,80,000","Rs 0, "
4164,Mukesh Kumar,MUZAFFARPUR,IND,0,Graduate,"Rs 1,02,438","Rs 0, "
4165,Mukesh Kumar,DHAURAHRA,SHS,0,12th Pass,"Rs 89,065","Rs 0, "
4166,Mukesh Kumar Dangi,RAJGARH,SHS,0,5th Pass,"Rs 21,32,000","Rs 8,49,301, "
4167,Mukesh Kumar Gupta,BHOPAL,IND,0,12th Pass,"Rs 2,69,58,499","Rs 98,62,082, "
4168,Mukesh Kumar Jha,SHEOHAR,BSP,,12th Pass,"Rs 2,24,47,516","Rs 97,00,000, "
4169,Mukesh Kumar Singh,FARIDABAD,Lokpriya Samaj Party,0,12th Pass,"Rs 26,40,084","Rs 0, "
4170,Mukesh Pachara,CHANDIGARH,Ambedkar National Congress,0,12th Pass,"Rs 7,79,372","Rs 1,74,000, "
4171,Mukesh Rajesh Kuril,JALGAON,IND,0,Graduate,"Rs 5,71,087","Rs 38,984, "
4172,Mukesh Rajput,FARRUKHABAD,BJP,0,Graduate,"Rs 7,49,64,501","Rs 3,88,246, "
4173,Mukesh Sahani,KHAGARIA,Vikassheel Insaan Party,,8th Pass,"Rs 11,96,99,803","Rs 1,65,47,563, "
4174,Mukesh Singh,ARARIA,IND,0,8th Pass,"Rs 12,40,800","Rs 0, "
4175,Mukhtiyar Shaikh,BHARUCH,IND,0,8th Pass,"Rs 54,474","Rs 0, "
4176,Mukka Sreenivasa Rao,VIZIANAGARAM,Janasena Party,0,10th Pass,"Rs 1,34,28,596","Rs 0, "
4177,Mukkisa Ratnakar Reddy,KARIMNAGAR,IND,0,12th Pass,"Rs 30,75,000","Rs 1,00,000, "
4178,Mukram Syed,RAJAMPET,Janasena Party,0,10th Pass,"Rs 6,00,000","Rs 12,00,000, "
4179,Mukti Yadav,KANPUR,Bharatiya Rashtriya Morcha,0,Post Graduate,"Rs 4,00,000","Rs 0, "
4180,Mukul Biswas,BARDHAMAN PURBA,BSP,0,Post Graduate,"Rs 44,27,500","Rs 0, "
4181,Mukul Chaudhary,JODHPUR,BSP,,Post Graduate,"Rs 71,03,000","Rs 0, "
4182,Mukut Bihari,AMBEDKAR NAGAR,BJP,0,Graduate Professional,"Rs 2,41,16,406","Rs 12,848, "
4183,Mula Ram,BARMER,IND,0,Graduate,"Rs 1,65,000","Rs 0, "
4184,Mulayam Singh Yadav,MAINPURI,SP,,Post Graduate,"Rs 20,56,04,593","Rs 2,20,55,657, "
4185,Mulla Mushtak Ajij,KOLHAPUR,IND,0,12th Pass,"Rs 99,500","Rs 40,000, "
4186,Munafar Jainubhidin Choudhary,RAIGAD,IND,0,5th Pass,"Rs 10,95,000","Rs 5,00,000, "
4187,Mundra Anilkumar,AHMEDABAD EAST,Lok Gathbandhan Party,0,Graduate Professional,"Rs 18,39,497","Rs 3,24,958, "
4188,Muneeswaran. K,TENKASI,Makkal Needhi Maiam,0,8th Pass,"Rs 10,96,500","Rs 0, "
4189,Munesh Singh,PILIBHIT,IND,0,8th Pass,"Rs 22,60,371","Rs 0, "
4190,Muneshwar Tiwary,PURVI CHAMPARAN,IND,0,10th Pass,"Rs 1,11,22,472","Rs 0, "
4191,Munir Ahmad Ansari,KALYAN,IUML,,8th Pass,"Rs 34,59,800","Rs 0, "
4192,Munirajappa. P,KOLAR,IND,0,12th Pass,"Rs 9,70,000","Rs 0, "
4193,Muniraju.G,CHIKKBALLAPUR,Uttama Prajaakeeya Party,0,Others,"Rs 36,399","Rs 0, "
4194,Munna,MORENA,IND,,12th Pass,"Rs 41,35,000","Rs 0, "
4195,Munna Baraik,KHUNTI,Aihra National Party,0,12th Pass,"Rs 25,70,785","Rs 0, "
4196,Munna Lal,CHANDNI CHOWK,IND,0,10th Pass,"Rs 2,74,389","Rs 0, "
4197,Munna Singh,VALMIKI NAGAR,IND,0,Post Graduate,"Rs 2,77,67,700","Rs 4,68,500, "
4198,Munni,KAISERGANJ,IND,0,Illiterate,Nil,"Rs 0, "
4199,Munni Kranti,SATNA,IND,0,Literate,"Rs 26,19,000","Rs 0, "
4200,Munusamy A,KANCHEEPURAM,IND,0,Post Graduate,"Rs 2,16,15,246","Rs 0, "
4201,Muraleedharan.K Kuttiyil Veedu,VADAKARA,IND,0,12th Pass,"Rs 1,08,07,704","Rs 18,00,000, "
4202,Muraleedharan.K Sandram,VADAKARA,IND,0,10th Pass,"Rs 43,60,293","Rs 11,35,000, "
4203,Muralidhar Jena,BHADRAK,BSP,0,Graduate,"Rs 38,65,000","Rs 1,60,000, "
4204,Muralikrishna Kanderi,AMALAPURAM,India Praja Bandhu Party,0,Others,"Rs 12,796","Rs 0, "
4205,Murari Kapri,GODDA,Aam Adhikar Morcha,0,8th Pass,"Rs 33,25,367","Rs 18,75,000, "
4206,Murlidhar Lalsingh Pawar,AKOLA,IND,0,Post Graduate,"Rs 47,71,400","Rs 0, "
4207,Murthy Kamarajar.M,SALEM,IND,0,Others,"Rs 1,26,482","Rs 0, "
4208,"Murugan, P.",PERAMBALUR,IND,0,8th Pass,"Rs 3,65,000","Rs 0, "
4209,Murugesan,TIRUVALLUR,IND,0,8th Pass,"Rs 12,20,000","Rs 0, "
4210,Murugesan S,TIRUNELVELI,IND,0,8th Pass,"Rs 1,35,201","Rs 0, "
4211,"Murugesan, S .P",DINDIGUL,IND,0,12th Pass,"Rs 10,000","Rs 0, "
4212,Murugesan.P,THANJAVUR,IND,,Post Graduate,"Rs 64,97,49,591","Rs 36,35,10,252, "
4213,Musaraat Hussain,MORADABAD,IND,0,Graduate,"Rs 83,47,923","Rs 0, "
4214,Muslima Khatun,BALURGHAT,IND,0,10th Pass,"Rs 42,347","Rs 0, "
4215,Musthafa Kommeri,VADAKARA,SDPI,0,Graduate,"Rs 12,55,522","Rs 0, "
4216,Mustukim,SAMBALPUR,BSP,,Illiterate,"Rs 11,55,000","Rs 0, "
4217,Muthenna Lakkara,NIZAMABAD,IND,0,10th Pass,"Rs 14,85,000","Rs 0, "
4218,Muthu K R P,KARUR,IND,0,12th Pass,"Rs 18,86,000","Rs 0, "
4219,Muthu Murugan. M,TENKASI,IND,0,Graduate,"Rs 1,25,000","Rs 36,000, "
4220,Muthu.U,PUDUCHERRY,SUCI(C),0,10th Pass,"Rs 22,75,000","Rs 0, "
4221,Muthukumar C,POLLACHI,IND,0,10th Pass,"Rs 26,26,422","Rs 0, "
4222,Muthukumar G,KARUR,IND,0,Graduate Professional,"Rs 55,000","Rs 0, "
4223,Muthukumar S,POLLACHI,IND,0,Graduate,"Rs 15,11,16,580","Rs 83,89,361, "
4224,Muthukumar T,MADURAI,IND,0,Literate,"Rs 13,72,000","Rs 55,000, "
4225,Muthulakshmi R,PERAMBALUR,BSP,0,Post Graduate,"Rs 43,02,000","Rs 33,00,000, "
4226,Muthumaran K,SRIPERUMBUDUR,IND,0,8th Pass,"Rs 87,000","Rs 0, "
4227,Muthusamy M.P.,NAMAKKAL,Ganasangam Party of India,0,Post Graduate,"Rs 97,33,750","Rs 24,14,000, "
4228,Muthuvel.S,THANJAVUR,IND,0,Graduate Professional,"Rs 37,78,000","Rs 10,08,000, "
4229,Muttamasetty Lakshmana Siva Prasad Babu,VIJAYAWADA,Janasena Party,0,Post Graduate,"Rs 3,31,69,811","Rs 1,37,447, "
4230,Muttappa Mudakappa Hirekumbi,BAGALKOT,Raita Bharat Party,0,Literate,"Rs 10,00,000","Rs 0, "
4231,Muttu S Surakod,BAGALKOT,IND,0,10th Pass,"Rs 30,99,000","Rs 9,60,000, "
4232,Mutyam Arjuna Raju,KHAMMAM,IND,0,Post Graduate,"Rs 24,50,000","Rs 90,000, "
4233,N . Shankar Goud,SECUNDERABAD,Janasena Party,0,8th Pass,"Rs 3,46,43,000","Rs 18,00,000, "
4234,N Ambarish,CHAMARAJANAGAR,IND,0,12th Pass,"Rs 1,05,000","Rs 1,00,000, "
4235,N D Venu,THRISSUR,CPI(ML) Red Star,,12th Pass,"Rs 38,500","Rs 0, "
4236,N Mallareddy,NIZAMABAD,IND,0,10th Pass,"Rs 5,50,000","Rs 50,000, "
4237,N R Appathurai,COIMBATORE,IND,,12th Pass,"Rs 30,08,15,900","Rs 35,55,000, "
4238,N. Kathiravan,RAMANATHAPURAM,IND,0,8th Pass,"Rs 16,10,000","Rs 3,40,000, "
4239,N. Krishnappa,BANGALORE RURAL,Pyramid Party of India,0,10th Pass,"Rs 86,25,000","Rs 0, "
4240,N. Nagesh,MYSORE,IND,0,12th Pass,"Rs 26,150","Rs 0, "
4241,N. Narayana Swamy Navakoti,BANGALORE NORTH,Jai Vijaya Bharathi Party,0,10th Pass,"Rs 54,68,000","Rs 4,10,000, "
4242,N. Omkar Reddy,NIZAMABAD,IND,0,Graduate Professional,"Rs 18,11,500","Rs 3,30,000, "
4243,N. Panneer Selvan,VELLORE,IND,0,Post Graduate,Nil,"Rs 0, "
4244,N. Raghavn,KOZHIKODE,IND,0,5th Pass,"Rs 15,23,300","Rs 8,00,000, "
4245,N. Reddeppa,CHITTOOR,YSRCP,0,Post Graduate,"Rs 1,73,55,862","Rs 13,41,542, "
4246,N. Satheesh Kannan,CHENNAI NORTH,IND,0,Graduate Professional,"Rs 8,43,000","Rs 0, "
4247,N. Tamizh Marane,PUDUCHERRY,IND,,Post Graduate,"Rs 30,88,900","Rs 28,30,000, "
4248,N.C. Subbarayappa,KOLAR,IND,0,Graduate Professional,"Rs 6,29,000","Rs 0, "
4249,N.Hanume Gowda,BANGALORE NORTH,IND,,12th Pass,"Rs 90,52,030","Rs 12,42,906, "
4250,N.Karthick,SIVAGANGA,IND,0,8th Pass,"Rs 15,000","Rs 0, "
4251,N.Kristappa,HINDUPUR,TDP,,Graduate,"Rs 5,13,75,301","Rs 10,11,804, "
4252,N.P. Kushwaha Alias Nathuni Prasad Kushwaha,KUSHI NAGAR,SP,0,Post Graduate,"Rs 3,74,74,062","Rs 40,00,000, "
4253,N.Subramani,CHENNAI SOUTH,IND,0,Post Graduate,"Rs 82,17,865","Rs 2,00,100, "
4254,N.T.Vijayakumar,SHIMOGA,IND,0,10th Pass,"Rs 1,10,000","Rs 0, "
4255,N.Vikraman,TIRUVALLUR,IND,0,Post Graduate,"Rs 25,500","Rs 0, "
4256,Naba Kumar Sarania,KOKRAJHAR,IND,,12th Pass,"Rs 1,30,13,994","Rs 1,75,069, "
4257,Nabakishore Pradhan,SAMBALPUR,SUCI(C),,Graduate,"Rs 4,382","Rs 0, "
4258,Nabam Tuki,ARUNACHAL WEST,INC,,Graduate,"Rs 1,00,29,50,534","Rs 20,49,55,775, "
4259,Nabban Khan,SHRAWASTI,CPI,0,Literate,"Rs 23,95,000","Rs 0, "
4260,Nabi Ahamad Ahmadulla,DHULE,Vanchit Bahujan Aaghadi,,5th Pass,"Rs 11,76,52,383","Rs 0, "
4261,Nabi Hussain,SHEOHAR,Bharat Prabhat Party,0,10th Pass,"Rs 33,20,000","Rs 3,00,000, "
4262,Nachi. S,TIRUCHIRAPPALLI,Desiya Uzhavar Uzhaipalar Kazhagam,0,10th Pass,"Rs 7,07,000","Rs 0, "
4263,Nadakuditi Naga Gayathri,MACHILIPATNAM,IND,0,Post Graduate,"Rs 89,21,500","Rs 43,90,000, "
4264,Nade Dnyaneshwar Dagduji,JALNA,IND,,8th Pass,"Rs 1,35,000","Rs 0, "
4265,Nadipi Gangaram Niradi,NIZAMABAD,IND,0,Illiterate,"Rs 7,50,000","Rs 0, "
4266,Nadir,MORADABAD,Peace Party,,10th Pass,"Rs 88,96,218","Rs 0, "
4267,Nadisharam Mallaiah,NIZAMABAD,IND,0,10th Pass,"Rs 9,48,500","Rs 20,000, "
4268,Nafis Ahamad Ansari,KALYAN,IND,0,8th Pass,"Rs 8,63,000","Rs 2,18,304, "
4269,Nafish Ahmad,PASCHIM CHAMPARAN,IND,0,10th Pass,"Rs 21,56,868","Rs 0, "
4270,Naga Jothi K,MADURAI,IND,0,Graduate,"Rs 21,21,645","Rs 19,54,058, "
4271,Nagababu Konidela,NARSAPURAM,Janasena Party,0,Graduate Professional,"Rs 36,78,20,773","Rs 2,16,78,798, "
4272,Nagajothi M,KARUR,IND,0,10th Pass,"Rs 7,82,000","Rs 0, "
4273,"Nagaraj , M",DINDIGUL,IND,0,Others,"Rs 2,79,905","Rs 0, "
4274,Nagaraj Anant Shirali,UTTARA KANNADA,IND,0,10th Pass,"Rs 55,93,000","Rs 26,000, "
4275,Nagaraj G,KOLLAM,IND,,10th Pass,"Rs 8,000","Rs 3,00,000, "
4276,Nagaraj Kalal,KOPPAL,IND,0,8th Pass,"Rs 67,98,500","Rs 0, "
4277,Nagaraj Naik,UTTARA KANNADA,Rashtriya Samaj Paksha,,10th Pass,"Rs 81,095","Rs 2,60,610, "
4278,Nagarajan S,KALLAKURICHI,IND,0,Post Graduate,"Rs 1,96,000","Rs 0, "
4279,"Nagarajan, A.",NILGIRIS,IND,,10th Pass,"Rs 74,000","Rs 1,88,995, "
4280,Nagendra Kumar,MISRIKH,Rashtrawadi Shramjeevi Dal,0,12th Pass,"Rs 40,000","Rs 0, "
4281,Nagendra Kumar,GHAZIABAD,SHS,0,Graduate,"Rs 43,92,354","Rs 7,85,000, "
4282,Nagendra Rao Shinde,CHIKKBALLAPUR,Karnataka Jantha Paksha,0,Post Graduate,"Rs 1,60,19,934","Rs 5,11,131, "
4283,Nagendra Singh Tyagi,KHAGARIA,IND,,Graduate,"Rs 70,51,000","Rs 0, "
4284,Nagesh Subhash Bobate,BELGAUM,IND,0,10th Pass,"Rs 93,500","Rs 0, "
4285,Nagesh.L,KRISHNAGIRI,IND,0,10th Pass,"Rs 2,06,000","Rs 0, "
4286,Nageshwar Ganjhu,CHATRA,BSP,0,Literate,"Rs 10,11,66,000","Rs 0, "
4287,Nageshwar Prasad Singh,MUZAFFARPUR,Rashtriya Rashtrawadi Party,0,5th Pass,"Rs 10,41,057","Rs 0, "
4288,Nagoor Meeran Peer Mohamed. U,KANNIYAKUMARI,IND,0,5th Pass,"Rs 32,100","Rs 82,000, "
4289,Nagraj Shridhar Shet,UTTARA KANNADA,Rashtriya Jansambhavna Party,0,8th Pass,"Rs 35,50,000","Rs 0, "
4290,Nagulapalli Devendhar,NIZAMABAD,IND,0,Illiterate,"Rs 1,14,17,000","Rs 2,75,000, "
4291,Nahar Singh,BATHINDA,IND,0,10th Pass,"Rs 1,11,60,000","Rs 2,15,319, "
4292,Naidugari Rajasekhar,SRIKAKULAM,IND,0,Post Graduate,"Rs 41,500","Rs 0, "
4293,Naim,RAMPUR,IND,0,Illiterate,"Rs 3,21,961","Rs 0, "
4294,Naimish Pratap Narayan Singh,RAE BARELI,IND,0,Graduate,"Rs 53,78,564","Rs 29,708, "
4295,Nainar Nagenthran,RAMANATHAPURAM,BJP,,Post Graduate,"Rs 19,46,74,653","Rs 8,04,59,602, "
4296,Naise Khan,SOUTH DELHI,IND,0,5th Pass,"Rs 2,60,500","Rs 0, "
4297,Najeera Begam,SANGRUR,Rashtriya Sahara Party,0,12th Pass,"Rs 53,79,882","Rs 0, "
4298,Najimunnissa,CHENNAI CENTRAL,Anaithu Makkal Katchi,0,8th Pass,"Rs 10,40,000","Rs 0, "
4299,Nakirikanti Sanjeeva Rao,KHAMMAM,IND,0,Illiterate,"Rs 26,84,500","Rs 7,47,000, "
4300,Nakirikanti. Chittemma,NALGONDA,IND,0,Illiterate,"Rs 26,84,500","Rs 7,47,000, "
4301,Nakul Dubey,SITAPUR,BSP,,Graduate Professional,"Rs 3,42,86,356","Rs 0, "
4302,Nakul Nath,CHHINDWARA,INC,0,Graduate,"Rs 6,60,19,46,757","Rs 87,91,712, "
4303,Nakum Narmadaben Khodalal,JAMNAGAR,IND,0,5th Pass,"Rs 7,87,108","Rs 89,883, "
4304,Nalage Ananda Shankar,SANGLI,Baliraja Party,,12th Pass,"Rs 1,26,260","Rs 90,000, "
4305,Nalamada Uttam Kumar Reddy,NALGONDA,INC,,Graduate,"Rs 3,15,01,349","Rs 12,00,000, "
4306,Nalin Chandra Murmu,BALURGHAT,BSP,0,10th Pass,"Rs 18,83,293","Rs 0, "
4307,Nalin Kumar Kateel,DAKSHINA KANNADA,BJP,,10th Pass,"Rs 1,46,78,300","Rs 44,50,945, "
4308,Nalina.K.S,CHIKKBALLAPUR,IND,0,12th Pass,"Rs 66,925","Rs 0, "
4309,Nalini Kanta Pradhan,SAMBALPUR,BJD,0,Post Graduate,"Rs 7,56,51,064","Rs 22,59,000, "
4310,Nalla Nadipi Muthenna,NIZAMABAD,IND,0,5th Pass,"Rs 22,68,500","Rs 60,000, "
4311,Nalla Prem Kumar,CHEVELLA,Prem Janata Dal,0,8th Pass,Rs 500,"Rs 0, "
4312,Nallam Surya Chandra Rao,NARSAPURAM,Pyramid Party of India,0,Graduate,"Rs 2,09,35,000","Rs 8,98,000, "
4313,Nalli Rajesh,NARSAPURAM,IND,,10th Pass,"Rs 32,39,775","Rs 23,62,420, "
4314,Nalluri Vijaya Srinivasa Rao,RAJAHMUNDRY,INC,0,12th Pass,"Rs 5,62,700","Rs 2,61,693, "
4315,Nama Nageswr Rao,KHAMMAM,TRS,,12th Pass,"Rs 1,07,46,71,341","Rs 8,07,21,594, "
4316,Namballa Krishna Mohan,SRIKAKULAM,IND,,Graduate,"Rs 7,07,000","Rs 5,00,000, "
4317,Namdeo Dalluji Usendi,GADCHIROLI CHIMUR,INC,0,Post Graduate,"Rs 1,62,11,186","Rs 21,53,155, "
4318,Namdeo Keshao Kinnake,CHANDRAPUR,IND,0,5th Pass,"Rs 31,55,000","Rs 3,00,000, "
4319,Namdeo Shedmake,CHANDRAPUR,Gondvana Gantantra Party,0,10th Pass,"Rs 3,58,900","Rs 3,32,000, "
4320,Namonarayan,TONK SAWAI MADHOPUR,INC,0,Post Graduate,"Rs 4,66,40,598","Rs 0, "
4321,Nana Jairam,BHANDARA GONDIYA,NCP,0,10th Pass,"Rs 5,74,62,818","Rs 20,50,134, "
4322,Nanabhau Falgunrao Patole,NAGPUR,INC,,12th Pass,"Rs 2,21,60,504","Rs 11,55,060, "
4323,Nanak Singh Chauhan,FARIDKOT,IND,0,8th Pass,"Rs 15,07,584","Rs 0, "
4324,Nanalal Kalidas Maheta,AMRELI,IND,0,8th Pass,"Rs 32,42,000","Rs 0, "
4325,Nanasaheb Ramhari Yadav,MADHA,Bharatiya Praja Surajya Paksha,0,10th Pass,"Rs 29,57,500","Rs 15,22,000, "
4326,Nand Kishor Yadav,KARAKAT,Swaraj Party (Loktantrik),0,Graduate,"Rs 2,00,00,000","Rs 0, "
4327,Nand Kishor Yadav,RANCHI,IND,0,10th Pass,"Rs 28,50,413","Rs 18,000, "
4328,Nand Kishore,SATNA,Peoples Party of India (Democratic),0,12th Pass,"Rs 22,00,000","Rs 0, "
4329,Nand Kishore Gupta,SITAMARHI,IND,0,Graduate,"Rs 7,04,000","Rs 1,02,000, "
4330,Nand Kishore Raj,BILASPUR,Gondvana Gantantra Party,0,Post Graduate,"Rs 38,42,000","Rs 0, "
4331,Nand Lal Prasad Keshari,CHATRA,IND,0,10th Pass,"Rs 66,89,000","Rs 23,00,000, "
4332,Nanda Kishore Kisku,MAYURBHANJ,IND,0,Post Graduate,"Rs 6,20,000","Rs 0, "
4333,Nanda Maruti Kodachwadkar,BELGAUM,IND,0,10th Pass,"Rs 37,95,000","Rs 4,00,000, "
4334,Nandan Kumar,MUZAFFARPUR,Janata Party,0,Post Graduate,"Rs 5,809","Rs 0, "
4335,Nandini Mukherjee,KOLKATA DAKSHIN,CPI(M),0,Graduate Professional,"Rs 1,25,30,997","Rs 38,62,405, "
4336,Nandini Nallaghatla,VIJAYAWADA,IND,0,Post Graduate,"Rs 5,09,343","Rs 4,09,343, "
4337,Nandipati Vinod Kumar,SECUNDERABAD,IND,0,Graduate Professional,"Rs 30,000","Rs 0, "
4338,Nandita Nag,JORHAT,IND,0,Post Graduate,"Rs 1,05,58,481","Rs 60,00,000, "
4339,Nandkishor Ramaji Sagar,WARDHA,IND,,Others,"Rs 43,95,000","Rs 23,46,000, "
4340,Nandkishor Sahu,GWALIOR,Parivartan Samaj Party,0,12th Pass,"Rs 27,07,482","Rs 0, "
4341,Nandkumar Jagannath Chavhan,DHULE,Rashtriya Jansena Party,0,12th Pass,"Rs 14,29,000","Rs 0, "
4342,Nandkumar Singh Chouhan (Nandu Bhaiya),KHANDWA,BJP,0,Post Graduate,"Rs 1,90,76,515","Rs 48,19,099, "
4343,Nandlal,MACHHLISHAHR,Bharat Prabhat Party,0,8th Pass,"Rs 25,53,000","Rs 0, "
4344,Nandlal Meena,MANDSOUR,IND,0,12th Pass,"Rs 8,20,376","Rs 0, "
4345,Nandlal Prasad,CHATRA,IND,0,Graduate,"Rs 1,61,56,581","Rs 4,50,000, "
4346,Nandram Prajapati,TIKAMGARH,Adarsh Nyay Rakshak Party,0,Post Graduate,"Rs 12,25,800","Rs 0, "
4347,Nandu Sambhaji More,MADHA,IND,,12th Pass,"Rs 8,54,500","Rs 2,40,000, "
4348,Nangunoori Lata,ZAHIRABAD,IND,0,Graduate,"Rs 2,56,000","Rs 0, "
4349,Nanhe Karu Nagoji,BHANDARA GONDIYA,Vanchit Bahujan Aaghadi,0,Graduate Professional,"Rs 59,95,146","Rs 60,000, "
4350,Nanjundaswamy,MANDYA,BSP,0,Graduate,"Rs 85,02,897","Rs 0, "
4351,Narad Pandit,SIWAN,Bharatiya Samta Samaj Party,0,Literate,"Rs 10,25,000","Rs 2,000, "
4352,Naraharisetty Narasimha Rao,VIJAYAWADA,INC,,Graduate Professional,"Rs 1,93,42,702","Rs 67,88,257, "
4353,Narala Satyanarayana,KHAMMAM,Janasena Party,0,Post Graduate,"Rs 22,01,365","Rs 5,90,000, "
4354,Naramalli Siva Prasad,CHITTOOR,TDP,0,Graduate Professional,"Rs 6,96,28,816","Rs 0, "
4355,Naran Tudu,BALURGHAT,JMM,0,10th Pass,"Rs 5,000","Rs 0, "
4356,Naranbhai Tulsidas Sengal,GANDHINAGAR,Bahujan Suraksha Dal,0,10th Pass,"Rs 1,09,000","Rs 0, "
4357,Narasapuram Prasad,NELLORE,IND,0,Others,"Rs 85,63,000","Rs 0, "
4358,Narasimharao Parimi,NARASARAOPET,IND,,Illiterate,"Rs 4,51,000","Rs 0, "
4359,Narava Satyavathi,ARAKU,IND,0,10th Pass,"Rs 9,64,000","Rs 0, "
4360,Narayan Banjare,BALAGHAT,IND,0,Post Graduate,"Rs 1,97,000","Rs 0, "
4361,Narayan Chandar Mulik,SANGLI,IND,,8th Pass,"Rs 70,68,279","Rs 1,52,000, "
4362,Narayan Chandel,KHANDWA,IND,,Post Graduate,"Rs 24,60,000","Rs 0, "
4363,Narayan Chandra Dey,TRIPURA WEST,IND,0,8th Pass,Nil,"Rs 0, "
4364,Narayan Chandra Khan,BISHNUPUR,INC,0,Graduate Professional,"Rs 32,47,596","Rs 0, "
4365,Narayan Das Jatav,TIKAMGARH,Madhya Pradesh Jan Vikas Party,0,12th Pass,Nil,"Rs 0, "
4366,Narayan Dasharath Gavas,RATNAGIRI SINDHUDURG,IND,0,Graduate Professional,"Rs 3,81,50,500","Rs 4,35,496, "
4367,Narayan Namdev,GWALIOR,Ambedkarite Party of India,0,5th Pass,"Rs 4,48,000","Rs 0, "
4368,Narayan Singh Uike,SHAHDOL,IND,0,5th Pass,"Rs 1,70,000","Rs 0, "
4369,Narend Nag,KANKER,IND,0,12th Pass,"Rs 10,12,600","Rs 23,75,000, "
4370,Narendra,KHAJURAHO,IND,0,Graduate,"Rs 37,08,881","Rs 0, "
4371,Narendra Adhikari,SIKKIM,Sikkim United Front,0,Graduate,"Rs 4,03,050","Rs 0, "
4372,Narendra Annasaheb Patil,SATARA,SHS,,12th Pass,"Rs 15,28,01,213","Rs 5,19,54,358, "
4373,Narendra Babulal Kathane,AMRAVATI,Rashtriya Jansurajya Party,0,12th Pass,"Rs 4,10,000","Rs 0, "
4374,Narendra Chandra Debbarma,TRIPURA EAST,Indigenousn Peoples Front Of Tripura,0,Graduate,"Rs 1,22,89,807","Rs 0, "
4375,Narendra Chauhan,HARIDWAR,Bhartiya Sarvodaya Party,0,Graduate,"Rs 28,57,000","Rs 3,00,000, "
4376,Narendra Kumar,JHUNJHUNU,BJP,,Graduate,"Rs 4,74,74,109","Rs 32,78,401, "
4377,Narendra Kumar K,KASARAGOD,IND,,Graduate Professional,"Rs 31,23,000","Rs 3,80,000, "
4378,Narendra Modi,VARANASI,BJP,0,Post Graduate,"Rs 2,51,36,119","Rs 0, "
4379,Narendra Nath Hembram,JHARGRAM,IND,0,8th Pass,"Rs 73,60,349","Rs 1,45,000, "
4380,Narendra Singh,GONDA,IND,0,Graduate,"Rs 51,74,312","Rs 0, "
4381,Narendra Singh,MATHURA,RLD,,Graduate,"Rs 21,68,20,285","Rs 57,08,000, "
4382,Narendra Singh,MORENA,Republican Party of India (Reformist),0,Post Graduate,"Rs 3,21,450","Rs 0, "
4383,Narendra Singh Tomar,MORENA,BJP,,Graduate,"Rs 2,30,62,224","Rs 66,89,767, "
4384,Narendra Vaman More,KALYAN,IND,0,Graduate,"Rs 97,00,000","Rs 0, "
4385,Narendrabhai Revashanker Trivedi,GANDHINAGAR,Jan Satya Path Party,0,Graduate,"Rs 1,13,446","Rs 0, "
4386,Naresh Bai Jangde,JANJGIR CHAMPA,SHS,0,12th Pass,"Rs 18,000","Rs 0, "
4387,Naresh Chandra,ETAH,Bhartiya Shakti Chetna Party,,Post Graduate,"Rs 37,43,729","Rs 27,01,468, "
4388,Naresh Chandra Barui,DUM DUM,BSP,0,Graduate,"Rs 98,15,881","Rs 20,000, "
4389,Naresh Chandra Roy,COOCH BEHAR,IND,0,Post Graduate,"Rs 70,40,000","Rs 0, "
4390,Naresh Kr Singh,KOLKATA UTTAR,Jan Sangh Party,0,10th Pass,"Rs 57,000","Rs 0, "
4391,Naresh Kumar,FIROZPUR,Hindustan Shakti Sena,0,5th Pass,"Rs 30,05,500","Rs 0, "
4392,Naresh Kumar,KARNAL,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,"Rs 2,00,000","Rs 0, "
4393,Naresh Kumar,FATEHPUR SIKRI,IND,0,Not Given,"Rs 30,000","Rs 0, "
4394,Naresh Kumar,AMROHA,IND,0,Post Graduate,"Rs 42,00,000","Rs 0, "
4395,Naresh Kumar,GANGANAGAR,IND,0,8th Pass,"Rs 72,764","Rs 0, "
4396,Naresh Kumar,AMBALA,BSP,0,10th Pass,"Rs 3,80,90,737","Rs 73,613, "
