SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
6212,SATYANARAYAN MUKHIA,Darbhanga,CPI(ML)(L),,10th Pass,"Rs 2,84,463","Rs 5,000, "
6213,SATYAWAN,Rohtak,IND,0,Post Graduate,"Rs 44,035","Rs 0, "
6214,Satyen Prasad Roy,Jalpaiguri,SWJP,0,12th Pass,"Rs 81,200","Rs 0, "
6215,"SATYENDRA JAIN ""SHAMMI""",Morena,IND,0,Post Graduate,"Rs 2,09,000","Rs 0, "
6216,SATYENDRA KUMAR PASWAN,Palamau,BSSPA,0,Others,"Rs 6,62,000","Rs 0, "
6217,Satyendra Ojha,Buxar,AD,0,Doctorate,"Rs 3,45,000","Rs 0, "
6218,SATYNARAYAN PATEL,Indore,INC,,12th Pass,"Rs 38,75,05,497","Rs 15,08,521, "
6219,SATYVEER,Muzaffarnagar,IND,0,Graduate,"Rs 71,21,000","Rs 0, "
6220,SAU MAMATA VINAYAK KANDALKAR,Amravati,AUDF,0,Graduate,"Rs 10,35,300","Rs 0, "
6221,SAUDAGAR RAM,Nalanda,BSKP,,Literate,"Rs 37,902","Rs 40,000, "
6222,SAUGATA RAY,Dum Dum,AITC,0,Post Graduate,"Rs 39,71,408","Rs 0, "
6223,SAURABH NARAIN SINGH,Hazaribagh,INC,0,Post Graduate,"Rs 9,14,45,199","Rs 0, "
6224,SAVANAPUDI NAGARAJU,Eluru,MCPI(S),0,Not Given,Rs 600,"Rs 0, "
6225,SAVITA HAJARE,Pune,PPOI,0,12th Pass,"Rs 23,19,500","Rs 25,000, "
6226,SAVITABEN CHHAGANBHAI PATEL,Surat,IND,0,Literate,"Rs 18,28,000","Rs 2,10,000, "
6227,SAVJIBHAI BHIKHABHAI PARMAR,Junagadh,IND,0,Graduate,"Rs 20,000","Rs 0, "
6228,SAVJIBHAI PATHUBHAI RAJGOR,Banaskantha,IND,0,Literate,"Rs 16,20,956","Rs 30,000, "
6229,Sayamollu Narsimulu,Chevella,IND,0,10th Pass,Nil,"Rs 0, "
6230,Sayantan Basu,Purulia,BJP,0,Graduate,"Rs 12,901","Rs 0, "
6231,SAYAR,Tonk-Sawai Madhopur,RDSD,0,8th Pass,"Rs 96,30,000","Rs 4,00,000, "
6232,SAYED AKBAR IMAM,Jahanabad,Akhil Bharatiya Ashok Sena,0,12th Pass,"Rs 7,60,000","Rs 1,00,000, "
6233,SAYED SHAFIQ AHMED ZOIDI,Thane,IND,0,Not Given,Nil,"Rs 0, "
6234,SAYYAD EKRAMODDIN SAYYAD MUNIRODDIN,Parbhani,LVKP,0,10th Pass,"Rs 17,50,000","Rs 2,20,000, "
6235,SAYYAD HASINA MOHAMMED NASEEM,Kalyan,NBNP,0,5th Pass,"Rs 1,22,229","Rs 0, "
6236,SAYYAD MAKSUD NOOR,Jalna,LJP,0,Literate,"Rs 2,41,350","Rs 70,000, "
6237,SAYYED ATHER ALI,Mumbai South,SP,0,10th Pass,"Rs 9,78,878","Rs 0, "
6238,SAYYED MINHAJ ALI WAJED ALI (PENDKHJUR WALE),Beed,IND,0,10th Pass,"Rs 1,00,000","Rs 98,721, "
6239,SAYYED RAUF SAYYED ZAMIR,Aurangabad,IND,0,Not Given,Nil,"Rs 0, "
6240,SAYYED SALIM FATTU,Beed,IND,0,Literate,"Rs 65,000","Rs 2,00,000, "
6241,SAYYED SALIM SAYYED RAHIM,Mumbai South,IND,0,5th Pass,"Rs 24,500","Rs 0, "
6242,SAYYED SALIM SAYYED YUSUF,Aurangabad,BSP,0,10th Pass,"Rs 1,62,98,542","Rs 0, "
6243,SCHWARTZ DURAI. S,Ramanathapuram,IND,,Graduate,"Rs 10,50,000","Rs 0, "
6244,SD. VHIDODDIN SD. KRIMODDIN,Yavatmal-Washim,IND,0,Not Given,Nil,"Rs 0, "
6245,SEEMA,Jaunpur,BJP,0,Post Graduate,"Rs 28,38,000","Rs 1,35,000, "
6246,SEEMA JEEVAN RAMTEKE,Ramtek,DESEP,0,12th Pass,"Rs 2,00,000","Rs 0, "
6247,SEEMA UPADHAYAY,Fatehpur Sikri,BSP,0,Graduate,"Rs 2,65,45,096","Rs 15,95,708, "
6248,SEHNAAZ SIDRAT,Lucknow,IND,0,Post Graduate,"Rs 5,78,684","Rs 1,00,000, "
6249,SEIKH ABDUR REJAK,Tamluk,IND,0,12th Pass,"Rs 1,11,000","Rs 0, "
6250,SEIKH MUKHTIAR,Ludhiana,IND,0,5th Pass,"Rs 10,14,000","Rs 0, "
6251,SEKH AORANGJEB,Uluberia,IND,0,Post Graduate,"Rs 3,89,102","Rs 0, "
6252,SEKH SOLEMAN,Sreerampur,IND,0,Graduate,"Rs 5,20,000","Rs 0, "
6253,SELJA,Ambala,INC,0,Post Graduate,"Rs 4,67,11,386","Rs 0, "
6254,SELLADURAI C,Salem,IND,0,Post Graduate,"Rs 60,90,000","Rs 40,52,000, "
6255,SELLAMUTHU K M,Dindigul,KNMK,0,8th Pass,"Rs 1,03,69,265","Rs 1,50,000, "
6256,"SELVAKUMAR, C",Chidambaram,RKSP,0,Others,"Rs 1,000","Rs 0, "
6257,SELVAKUMAR.G.K.S,Coimbatore,BJP,0,Post Graduate,"Rs 3,22,76,267","Rs 26,90,000, "
6258,SELVAM A,Tiruvannamalai,IND,0,5th Pass,"Rs 1,10,000","Rs 0, "
6259,SELVAM D,Virudhunagar,IND,0,Graduate,"Rs 1,45,000","Rs 0, "
6260,SELVAM K,Kallakurichi,IND,0,5th Pass,"Rs 25,00,360","Rs 1,35,000, "
6261,SELVAM K,Nilgiris,IND,0,10th Pass,"Rs 4,68,207","Rs 0, "
6262,SELVAM M,Coimbatore,SHS,0,Illiterate,"Rs 15,000","Rs 0, "
6263,SELVAM.G,Kancheepuram,IND,0,Post Graduate,"Rs 4,45,000","Rs 1,69,000, "
6264,SELVARAJ,Theni,IND,0,10th Pass,"Rs 11,220","Rs 0, "
6265,SELVARAJ I,Dindigul,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Others,"Rs 1,53,600","Rs 0, "
6266,SELVARAJ M,Nagapattinam,CPI,0,Graduate,"Rs 19,33,107","Rs 7,73,400, "
6267,SELVARAJ S,Nilgiris,DMDK,0,8th Pass,"Rs 1,92,32,000","Rs 24,00,000, "
6268,"SELVARAJ,G.",Perambalur,BSP,0,Graduate,"Rs 39,06,000","Rs 16,60,000, "
6269,SELVARAJ. K,Karur,IND,0,10th Pass,"Rs 2,25,500","Rs 0, "
6270,SELVARAJ. M.,Krishnagiri,KNMK,0,10th Pass,"Rs 25,54,270","Rs 0, "
6271,SELVARAJ.A,Tiruvallur,IND,0,12th Pass,"Rs 1,38,000","Rs 0, "
6272,SELVARAJ.K,Namakkal,SP,0,12th Pass,Nil,"Rs 0, "
6273,SELVARAJ.P,Tiruvannamalai,SP,0,8th Pass,"Rs 50,000","Rs 0, "
6274,SELVARAJAN.P,Theni,PT,0,Graduate,"Rs 14,300","Rs 0, "
6275,SELVARAJU J,Tiruvannamalai,IND,0,Post Graduate,"Rs 1,40,000","Rs 0, "
6276,SELWIN D,Tirunelveli,IND,0,Not Given,"Rs 50,000","Rs 0, "
6277,SEMMALAI S,Salem,ADMK,,Graduate Professional,"Rs 4,62,20,339","Rs 59,000, "
6278,SENGODAN.P,Namakkal,IND,0,Graduate,"Rs 10,59,549","Rs 0, "
6279,SENRAYAN A D,Cuddalore,IND,0,Graduate,"Rs 10,75,860","Rs 0, "
6280,"SENTHAMIL SELVI , K",Chidambaram,IND,0,5th Pass,"Rs 1,000","Rs 0, "
6281,"SENTHIL KUMAR, N.",Perambalur,RKSP,0,10th Pass,"Rs 1,750","Rs 0, "
6282,SENTHIL M,Tiruvannamalai,IND,0,12th Pass,"Rs 30,000","Rs 0, "
6283,SENTHIL RAJA.M,Erode,IND,0,Not Given,"Rs 2,09,50,000","Rs 15,51,500, "
6284,SENTHIL. R. DR.,Dharmapuri,PMK,,Doctorate,"Rs 2,18,99,828","Rs 30,52,516, "
6285,SENTHIL.P,Chennai Central,IND,0,Graduate Professional,"Rs 1,12,000","Rs 0, "
6286,SENTHILKUMAR K,Kallakurichi,BSP,0,12th Pass,"Rs 3,51,000","Rs 0, "
6287,SETHURAJ J,Virudhunagar,IND,0,12th Pass,"Rs 18,16,500","Rs 0, "
6288,Seuli Saha,Bishnupur,AITC,0,Graduate Professional,"Rs 42,21,000","Rs 11,06,000, "
6289,SEVALAL SOMASHEKAR PURAPPA,Bijapur,IND,0,Post Graduate,"Rs 24,02,200","Rs 0, "
6290,SEWA LAL PATEL,Khajuraho,BSP,0,8th Pass,"Rs 43,05,400","Rs 1,20,000, "
6291,SHABBEER AHMAD,Bahraich,SP,0,12th Pass,"Rs 31,83,000","Rs 3,68,402, "
6292,SHABBIR,Etah,NELU,0,8th Pass,"Rs 22,45,000","Rs 2,00,000, "
6293,SHABNAM (MAUSI),Khajuraho,IND,0,Illiterate,"Rs 43,81,100","Rs 0, "
6294,Shaffi Ahmed,Bangalore Central,IND,0,Not Given,"Rs 80,000","Rs 0, "
6295,SHAFIK,Kairana,UNLP,0,Literate,"Rs 85,000","Rs 0, "
6296,SHAH TARIQ ANWAR,Katihar,NCP,,Graduate,"Rs 2,46,49,607","Rs 1,50,227, "
6297,SHAHAJIRAO DHONDIBA THORAT,Mumbai South Central,IND,0,8th Pass,"Rs 85,000","Rs 0, "
6298,SHAHAN SHAH,Kannauj,IND,0,8th Pass,"Rs 20,000","Rs 0, "
6299,SHAHID,Bhadohi,PMSP,0,Post Graduate,"Rs 6,72,066","Rs 0, "
6300,SHAHID MANZOOR,Meerut,SP,0,Post Graduate,"Rs 1,88,08,730","Rs 0, "
6301,SHAHID SIDDIQUI,Bijnor,BSP,0,Post Graduate,"Rs 2,73,05,316","Rs 53,074, "
6302,SHAHIDA BEGAM,Hardwar,IND,0,8th Pass,"Rs 2,75,000","Rs 0, "
6303,Shahida Kamal,Kasaragod,INC,,Graduate,"Rs 13,47,520","Rs 6,00,000, "
6304,SHAHIDA PARVEEN,Chandni Chowk,UWF,0,Not Given,"Rs 1,09,31,000","Rs 0, "
6305,SHAHJAHAN ALI,Dhubri,IND,0,Post Graduate,"Rs 28,39,317","Rs 0, "
6306,SHAHJAHAN M A,Salem,IND,0,Graduate Professional,"Rs 33,10,000","Rs 0, "
6307,SHAHJAHAN MALLIK,Krishnanagar,MUL,,Graduate Professional,"Rs 19,63,567","Rs 5,43,000, "
6308,SHAHNAWAZ,Bhopal,IND,0,Post Graduate,"Rs 6,28,158","Rs 23,50,000, "
6309,SHAHZAD,Hardwar,BSP,,8th Pass,"Rs 1,27,53,642","Rs 3,00,000, "
6310,Shaik Ahmed,Nalgonda,IND,0,Not Given,Nil,"Rs 0, "
6311,SHAIK AMEEN PEERAN,Rajampet,ANC,0,Graduate Professional,"Rs 1,40,000","Rs 40,000, "
6312,Shaik Bahadur,Bangalore Central,IND,0,8th Pass,"Rs 20,60,000","Rs 37,000, "
6313,Shaik Mader Saheb,Khammam,TNPP,,10th Pass,Nil,"Rs 0, "
6314,SHAIK SHAJAHAN,Ongole,IND,0,12th Pass,"Rs 8,43,000","Rs 0, "
6315,SHAIK SYED SAHEB,Narasaraopet,PRAP,0,Graduate,"Rs 1,61,25,000","Rs 55,00,000, "
6316,SHAIKH ALTAF KARIM,Pune,IND,0,8th Pass,"Rs 3,30,14,300","Rs 0, "
6317,SHAIKH AZIZUDDEN QURAISHI,Mandsour,AIFB,0,Literate,"Rs 15,00,000","Rs 0, "
6318,SHAIKH HARUN MALIK SAHEB,Aurangabad,RSPS,0,12th Pass,"Rs 33,30,000","Rs 0, "
6319,SHAIKH MEHBOOB BASHA VALI,Bhiwandi,BBM,0,Literate,"Rs 1,80,000","Rs 3,756, "
6320,SHAIKH RAFIQ SHAIKH RAZZAK,Aurangabad,IND,0,Literate,"Rs 65,200","Rs 80,000, "
6321,SHAIKH RAMJAN SHAIKH KARIM,Raver,IND,0,Literate,Nil,"Rs 0, "
6322,SHAIKH SALIM PATEL WAHEGAONKAR,Aurangabad,IND,0,Literate,Nil,"Rs 15,000, "
6323,SHAILA SURESH KOLI,Chikkodi,IND,0,8th Pass,"Rs 1,05,500","Rs 0, "
6324,SHAILENDRA,Salempur,IND,0,Literate,"Rs 50,000","Rs 0, "
6325,Shailendra Banjare (Shaktiputra),Raipur,SSBD,0,Graduate,"Rs 21,45,000","Rs 0, "
6326,SHAILENDRA KUMAR,Kaushambi,SP,0,Graduate,"Rs 2,08,00,327","Rs 0, "
6327,SHAILENDRA KUMAR,Munger,IND,0,12th Pass,"Rs 6,04,000","Rs 0, "
6328,SHAILENDRA KUMAR,Chandauli,INC,,Post Graduate,"Rs 88,21,000","Rs 68,00,000, "
6329,SHAILENDRA KUMAR GARHWAL,Valmiki Nagar,LTSD,,Graduate Professional,"Rs 11,97,011","Rs 51,367, "
6330,SHAILENDRA MAHTO,Jamshedpur,AJSU Party,0,10th Pass,"Rs 34,63,343","Rs 4,20,934, "
6331,SHAILENDRA SINGH ALIAS KALLU,Bhind,IND,0,12th Pass,"Rs 20,500","Rs 1,10,000, "
6332,SHAILESH,Tehri Garhwal,UKKD,0,Graduate,"Rs 37,05,000","Rs 1,60,000, "
6333,SHAILESH KUMAR SRIVASTVA,Gautam Budhha Nagar,IND,0,Not Given,"Rs 29,55,000","Rs 2,25,000, "
6334,SHAILESH KUMAR VERMA,Tehri Garhwal,LJP,,12th Pass,"Rs 1,90,400","Rs 5,00,000, "
6335,SHAILESH MANHARBHAI PARMAR,Ahmedabad West,INC,0,Post Graduate,"Rs 82,85,270","Rs 2,77,871, "
6336,SHAILESHBHAI BISWESHWAR SRIVASTAV,Navsari,BSP,,Literate,"Rs 10,98,000","Rs 0, "
6337,SHAJAN MASOOD,Kairana,SP,,Graduate,"Rs 71,19,617","Rs 7,84,480, "
6338,Shajar Khan,Thiruvananthapuram,IND,0,Graduate,"Rs 2,750","Rs 0, "
6339,SHAKEEL AHMED,Moradabad,NLHP,,5th Pass,"Rs 21,57,570","Rs 0, "
6340,SHAKEEL RAJBHAI SHAIKH,Maval,IND,0,Literate,"Rs 10,50,000","Rs 0, "
6341,SHAKEELA BANO,Jammu,IND,0,10th Pass,"Rs 83,00,000","Rs 0, "
6342,Shakil Ahmad Khan,Aurangabad,RJD,0,Graduate,"Rs 75,90,893","Rs 2,40,000, "
6343,SHAKILAHEMAD GULAM MURTUZA LAKDAWALA,Bharuch,IND,,10th Pass,"Rs 69,500","Rs 0, "
6344,SHAKKAN KHAN,Rampur,IND,0,Literate,"Rs 3,70,000","Rs 0, "
6345,SHAKUNI CHOUDHARY,Bhagalpur,RJD,,10th Pass,"Rs 1,03,15,696","Rs 0, "
6346,Shakunthala,Mandya,IND,0,10th Pass,"Rs 50,000","Rs 0, "
6347,SHAKUNTLA DHANKA,Udaipur,SP,0,10th Pass,"Rs 3,14,500","Rs 0, "
6348,SHALENDRA  AWASTHI,Churu,SP,0,Post Graduate,"Rs 69,01,341","Rs 77,468, "
6349,SHALIGRAM SHIVRAM MAHAJAN (DEORE),Jalgaon,IND,0,Graduate,"Rs 6,45,000","Rs 0, "
6350,SHALINI,Baghpat,JM,0,Graduate,"Rs 9,32,000","Rs 0, "
6351,SHAM LAL,Amritsar,IND,0,Not Given,Rs 500,"Rs 0, "
6352,SHAMBHU KUMAR SINGH,Ludhiana,IND,0,Graduate,"Rs 69,75,000","Rs 0, "
6353,Shambhu Nath Prasad,Siwan,IND,0,Not Given,"Rs 8,32,500","Rs 2,00,000, "
6354,Shambhu Prasad,Nawada,IND,,10th Pass,"Rs 1,50,000","Rs 0, "
6355,SHAMBHU PRASAD GUPTA,Paschim Champaran,BSP,,8th Pass,"Rs 27,43,000","Rs 5,00,687, "
6356,Shambhu Prasad Sharma,Arrah,AIFB,0,Graduate,"Rs 1,39,300","Rs 0, "
6357,Shambhu Prasad Sharma Adhiwakta,Korba,IND,0,Graduate Professional,"Rs 10,20,000","Rs 0, "
6358,SHAMBHU SAHNI,Muzaffarpur,IND,,12th Pass,"Rs 2,86,000","Rs 50,000, "
6359,Shambhu singh khetasar,Pali,BSP,0,Graduate,"Rs 3,18,77,249","Rs 0, "
6360,SHAMBHULINGEGOWDA,Mandya,IND,0,Not Given,"Rs 10,000","Rs 0, "
6361,SHAMRAO PIRAJI KADAM,Sangli,IND,0,Graduate,"Rs 6,55,000","Rs 0, "
6362,SHAMSHER,Hisar,IND,0,Graduate,"Rs 63,67,990","Rs 1,83,000, "
6363,Shamsudeen,Attingal,IND,0,Literate,"Rs 15,75,000","Rs 0, "
6364,SHAN MOHAMMAD,Mandi,IND,0,Graduate,"Rs 19,46,000","Rs 60,000, "
6365,Shanavas Manakulangara Paramb,Wayanad,IND,0,10th Pass,Nil,"Rs 0, "
6366,SHANKAR,Mirzapur,CPI(ML)(L),,Not Given,Nil,"Rs 0, "
6367,SHANKAR A,Arani,BSP,0,Not Given,"Rs 29,95,200","Rs 0, "
6368,SHANKAR BHIMAPPA TELI,Bagalkot,IND,0,12th Pass,"Rs 80,00,000","Rs 0, "
6369,SHANKAR DEORAM GANGUDE,Dindori,IND,0,Literate,"Rs 59,000","Rs 0, "
6370,SHANKAR HALDAR,Jaynagar,IND,0,10th Pass,"Rs 9,47,700","Rs 0, "
6371,Shankar Jadhav,Gulbarga,BHPP,0,Not Given,Nil,"Rs 0, "
6372,SHANKAR JHA,Purnia,LJP,,Graduate,"Rs 8,04,38,733","Rs 1,96,23,457, "
6373,SHANKAR LAL,Sirsa,IND,0,5th Pass,"Rs 8,75,000","Rs 0, "
6374,SHANKAR LAL BUNKAR,Jaipur Rural,IND,0,Graduate,"Rs 4,46,000","Rs 0, "
6375,SHANKAR LAL CHOKHANI,Munger,IND,0,10th Pass,"Rs 22,573","Rs 0, "
6376,Shankar Lal Varandani,Raipur,PPOI,0,10th Pass,"Rs 6,50,000","Rs 0, "
6377,SHANKAR LAL VERMA,Bhind,BHBP,0,Post Graduate,"Rs 10,94,019","Rs 0, "
6378,SHANKAR MAHTO,Vaishali,BSP,0,12th Pass,"Rs 4,87,000","Rs 19,766, "
6379,SHANKAR PRASAD,Jhanjharpur,IND,0,10th Pass,"Rs 13,84,750","Rs 0, "
6380,SHANKAR PRASAD KESHARI,Godda,IND,0,5th Pass,"Rs 27,000","Rs 0, "
6381,SHANKAR RAJAK,Giridih,IND,0,12th Pass,"Rs 35,000","Rs 15,000, "
6382,Shankar Sodhi,Bastar,INC,0,12th Pass,"Rs 71,21,525","Rs 0, "
6383,SHANKAR. K,Karur,IND,0,10th Pass,"Rs 1,75,082","Rs 0, "
6384,SHANKARAPPA GURUSHIDDAPPA YADAVANNAVAR,Dharwad,IND,0,5th Pass,"Rs 47,05,000","Rs 0, "
6385,SHANKARJI BADARJI CHAVDA,Mahesana,IND,,8th Pass,"Rs 11,20,000","Rs 0, "
6386,SHANKARSINH LAXMANSINH VAGHELA,Panchmahal,INC,0,Post Graduate,"Rs 1,44,45,010","Rs 0, "
6387,SHANKER KODLA,Gulbarga,JD(U),0,12th Pass,"Rs 1,89,60,000","Rs 11,45,261, "
6388,SHANKER RAM RAWAT,Ballia,IND,0,Post Graduate,"Rs 8,25,000","Rs 0, "
6389,SHANKHLAL MAJHI,Ambedkar Nagar,SP,,Graduate,"Rs 2,17,18,512","Rs 9,68,627, "
6390,SHANMUGA SUNDARAM P.T,Chennai South,IND,,Others,"Rs 52,855","Rs 0, "
6391,SHANMUGAIYA PANDIAN. S,Ramanathapuram,IND,0,10th Pass,"Rs 23,56,500","Rs 0, "
6392,SHANMUGAM G,Sriperumbudur,IND,0,Not Given,"Rs 5,000","Rs 0, "
6393,SHANMUGAM K,Arakkonam,JD(U),0,8th Pass,"Rs 8,00,000","Rs 0, "
6394,SHANMUGAM S,Arani,IND,0,Others,"Rs 1,45,000","Rs 3,744, "
6395,"SHANMUGAM,M",Karur,IND,0,Graduate,"Rs 47,15,000","Rs 0, "
6396,SHANMUGAM.P.N.,Erode,IND,0,Doctorate,"Rs 1,07,06,009","Rs 1,67,689, "
6397,SHANMUGARAJ V,Chennai South,IND,0,Graduate,"Rs 60,000","Rs 0, "
6398,SHANMUGARAJAN A,Tiruvannamalai,IND,0,Graduate,"Rs 1,49,000","Rs 65,000, "
6399,SHANMUGASUNDARAM.K,Pollachi,DMK,0,12th Pass,"Rs 65,01,000","Rs 5,28,000, "
6400,SHANMUGAVEL M,Tiruvannamalai,IND,0,Post Graduate,"Rs 1,30,000","Rs 0, "
6401,Shanti Devi,Aska,BJP,0,10th Pass,"Rs 31,76,748","Rs 0, "
6402,SHANTI PARMAR,Jalore,IND,0,10th Pass,"Rs 15,77,853","Rs 2,90,430, "
6403,SHANTI PRIYA,Purnia,IND,0,10th Pass,"Rs 79,29,237","Rs 0, "
6404,SHANTIGIRIJI MOUNGIRIJI MAHARAJ,Aurangabad,IND,,10th Pass,"Rs 71,39,154","Rs 0, "
6405,SHANTILAL DHABARIA,Ajmer,IND,,12th Pass,"Rs 29,57,553","Rs 0, "
6406,Shantiram Mahato,Purulia,INC,,10th Pass,"Rs 7,79,330","Rs 12,341, "
6407,SHANTISWAROOP,Hardoi,RPI,0,10th Pass,"Rs 5,90,000","Rs 0, "
6408,Sharabayya,Koppal,IND,0,Graduate,"Rs 78,500","Rs 0, "
6409,SHARAD KUMAR SINGH,Kolkata Uttar,BSP,0,Graduate Professional,"Rs 1,80,25,066","Rs 59,42,361, "
6410,SHARAD TRIPATHI,Sant Kabir Nagar,BJP,0,Post Graduate,"Rs 20,75,417","Rs 1,06,059, "
6411,SHARAD YADAV,Madhepura,JD(U),,Graduate Professional,"Rs 1,41,07,050","Rs 0, "
6412,SHARADA DEVI,Bansgaon,SP,,Not Given,"Rs 60,43,133","Rs 0, "
6413,SHARAFAT ALI,Amroha,RSP,0,8th Pass,"Rs 71,13,317","Rs 0, "
6414,SHARAN KAUR,Faridkot,IND,0,Graduate,"Rs 1,65,000","Rs 0, "
6415,SHARDABEN BHIKHABHAI PARMAR,Banaskantha,IND,0,Literate,"Rs 1,62,500","Rs 0, "
6416,SHARFUDEEN. M,Karur,IND,0,5th Pass,"Rs 30,000","Rs 0, "
6417,SHARIEF UD DIN SHARIQ,Baramulla,JKN,0,Post Graduate,"Rs 1,19,55,000","Rs 13,10,000, "
6418,SHARMILA,Etawah,IND,0,Literate,"Rs 40,000","Rs 0, "
6419,SHARVAN KUMAR,Hisar,IND,0,12th Pass,"Rs 40,000","Rs 0, "
6420,SHARVAN KUMAR CHOUDHARY,Supaul,JD(S),0,Graduate,"Rs 2,17,65,000","Rs 0, "
6421,Shashi Tharoor,Thiruvananthapuram,INC,,Doctorate,"Rs 21,24,42,472","Rs 0, "
6422,SHASHIKANT ARJUNBHAI KAPURE,Surat,RPIE,0,10th Pass,"Rs 21,87,000","Rs 0, "
6423,SHASHIKANT MOTIRAM KATHORE,Bhiwandi,RSPS,0,8th Pass,"Rs 25,09,000","Rs 1,30,000, "
6424,Shashikumar A.R,Bangalore Central,IND,0,Graduate,"Rs 36,43,500","Rs 2,50,000, "
6425,SHASHISHEKAR NAIK,Chitradurga,RJD,0,Graduate,"Rs 94,00,000","Rs 0, "
6426,SHASIBHUSHANA,Tumkur,IND,0,Post Graduate,"Rs 11,50,000","Rs 60,000, "
6427,SHATRUDHANDAS OMKARDAS BAIRAGI,Navsari,IND,0,5th Pass,"Rs 21,50,000","Rs 2,227, "
6428,SHATRUGHAN PRASAD SINGH,Begusarai,CPI,0,Graduate,"Rs 8,01,634","Rs 0, "
6429,SHATRUGHAN SINHA,Patna Sahib,BJP,0,Graduate,"Rs 15,00,33,976","Rs 2,58,78,099, "
6430,SHATRUGHANA SAHU,Sheohar,BJJD,0,Post Graduate,"Rs 9,64,000","Rs 0, "
6431,Shayad Ganaiudin Haider,Arrah,ANC,0,10th Pass,"Rs 2,25,000","Rs 0, "
6432,SHEEL KUMAR ROY,Ujiarpur,INC,,Post Graduate,"Rs 55,11,000","Rs 2,50,000, "
6433,SHEELA GAUTAM,Aligarh,BJP,0,Graduate Professional,"Rs 2,93,73,237","Rs 0, "
6434,SHEESHPAL SINGH ARYA,Nainital-Udhamsingh Nagar,ANC,0,Not Given,Nil,"Rs 0, "
6435,SHEIK AYUB KHAN S,Dindigul,IND,0,Not Given,"Rs 1,55,000","Rs 0, "
6436,SHEIKH MURUL ISALM,Tamluk,IND,0,Others,"Rs 4,000","Rs 0, "
6437,SHEKHAR SUMAN,Patna Sahib,INC,0,Graduate,"Rs 7,19,21,001","Rs 7,53,84,735, "
6438,SHELAR DNYANOBA SHRIPATI,Shirur,RPPI,0,Literate,"Rs 10,000","Rs 0, "
6439,SHELAR SANGEETA PANDURANG,Baramati,KM,0,12th Pass,"Rs 14,65,000","Rs 0, "
6440,SHEOMURAT RAM,Machhlishahr,GGP,0,Post Graduate,"Rs 6,11,760","Rs 0, "
6441,SHEOPAT RAM,Ganganagar,CPM,,Graduate,"Rs 3,10,000","Rs 50,000, "
6442,SHER MOHAMMAD,Aligarh,IND,0,Illiterate,"Rs 6,47,197","Rs 1,80,000, "
6443,SHER SINGH,Gautam Budhha Nagar,Awami Party,0,8th Pass,"Rs 4,75,800","Rs 0, "
6444,SHER SINGH,Jhunjhunu,IND,0,Not Given,"Rs 18,75,000","Rs 0, "
6445,SHER SINGH,Firozpur,IND,0,12th Pass,"Rs 5,00,630","Rs 50,000, "
6446,SHER SINGH GHUBAYA,Firozpur,SAD,0,10th Pass,"Rs 3,19,69,676","Rs 36,98,744, "
6447,Sherief Mohammed,Ernakulam,BSP,0,Post Graduate,"Rs 48,41,000","Rs 5,00,000, "
6448,SHESHNATH,Ballia,IND,0,12th Pass,"Rs 2,40,000","Rs 0, "
6449,SHETT M,Viluppuram,IND,0,12th Pass,"Rs 70,500","Rs 0, "
6450,SHETTI RAJU ALIAS DEVAPPA ANNA,Hatkanangle,SWP,0,10th Pass,"Rs 22,53,785","Rs 1,04,341, "
6451,SHEVALE PATIL SANDEEP JIBHAU,Dhule,IND,0,Graduate,"Rs 2,50,200","Rs 0, "
6452,SHIBA PADA BISWAS,Bardhaman-Durgapur,BSP,0,Doctorate,"Rs 33,50,000","Rs 5,50,000, "
6453,SHIBAN KRISHAN RAZDAN,New Delhi,IND,0,Graduate Professional,"Rs 32,25,000","Rs 0, "
6454,SHIBRATAN SHARMA,Birbhum,JMM,0,8th Pass,"Rs 11,31,000","Rs 1,01,300, "
6455,SHIBU SOREN,Dumka,JMM,,10th Pass,"Rs 82,29,419","Rs 72,65,635, "
6456,SHIEKH AKBAR ALI,Purnia,IND,0,5th Pass,"Rs 1,03,000","Rs 0, "
6457,SHIKHAR CHAND PATODI (JAIN),Indore,IND,0,Post Graduate,"Rs 2,37,500","Rs 0, "
6458,SHILA DEVI,Ganganagar,IND,0,Literate,"Rs 1,65,000","Rs 0, "
6459,SHILPA ATUL SARPOTDAR,Mumbai North Central,MNS,0,Graduate,"Rs 3,28,23,398","Rs 25,68,542, "
6460,SHINDE LAXMAN EKANATH,Parbhani,IND,0,10th Pass,"Rs 3,15,000","Rs 0, "
6461,SHINDE PREETI MADHUKAR,Nanded,Jan Surajya Shakti,0,Post Graduate,"Rs 60,13,582","Rs 0, "
6462,SHINDE RAJENDRA BABURAO,Pune,IND,0,10th Pass,"Rs 7,11,000","Rs 0, "
6463,SHINDE SUSHILKUMAR SAMBHAJIRAO,Solapur,INC,0,Graduate Professional,"Rs 8,60,42,099","Rs 37,00,000, "
6464,SHINGADA DAMODAR BARKU,Palghar,INC,0,10th Pass,"Rs 1,77,83,482","Rs 1,02,24,516, "
6465,SHINGNE DR.RAJENDRA BHASKARRAO,Buldhana,NCP,0,Graduate Professional,"Rs 1,35,04,390","Rs 0, "
