SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
1916,MOHAMMED PATEL,Mumbai North,IND,,10th Pass,"Rs 40,000","Rs 0, "
1917,MOHAN,Deoria,IND,0,10th Pass,"Rs 33,000","Rs 0, "
1918,Mohan Ch. Bouri,Durgapur,BSP,0,12th Pass,"Rs 15,000","Rs 0, "
1919,Mohan Chhetri,Darjeeling,IND,0,Post Graduate,"Rs 7,87,143","Rs 0, "
1920,MOHAN GOVIND PARAB,Rajapur,BSP,0,Literate,"Rs 25,000","Rs 0, "
1921,MOHAN JENA,Jajpur,BJD,0,Post Graduate,"Rs 8,70,000","Rs 22,568, "
1922,MOHAN KAMAT,Saharsa,AD,0,Others,"Rs 3,79,000","Rs 0, "
1923,MOHAN LAL SAHNI,Mandi,BSP,0,Post Graduate,Nil,"Rs 0, "
1924,"MOHAN RAJ, J",Madras South,JJ,,Graduate,"Rs 69,40,000","Rs 6,000, "
1925,MOHAN RAM,Ballia,ASP,0,Not Given,"Rs 25,000","Rs 0, "
1926,MOHAN RAWALE,Mumbai South Central,SHS,,10th Pass,"Rs 55,89,646","Rs 1,45,918, "
1927,MOHAN SAW,Nalanda,IND,0,Post Graduate,"Rs 65,000","Rs 0, "
1928,MOHAN SINGH,Deoria,SP,0,Not Given,"Rs 84,68,000","Rs 1,50,000, "
1929,MOHAN SINGH FALIAN WALA,Ferozepur,BSP,0,10th Pass,"Rs 52,31,087","Rs 0, "
1930,MOHAN. R,Arakkonam,SP,0,10th Pass,"Rs 4,30,000","Rs 0, "
1931,MOHANLAL BHAIYYA ADVOCATE,Shajapur,BSP,,Post Graduate,"Rs 2,00,000","Rs 0, "
1932,MOHD SABIR KHAN,Amethi,RSBP,0,Not Given,"Rs 2,00,000","Rs 0, "
1933,MOHD SALMAN RASHIDI,Allahabad,IND,0,Graduate,"Rs 85,000","Rs 0, "
1934,MOHD. HANIM ALIS KINNER RAMKALI,Kanpur,IND,0,Illiterate,"Rs 2,30,000","Rs 0, "
1935,MOHD. HASNAIN,East Delhi,IND,,Not Given,Nil,"Rs 0, "
1936,MOHD. ILYAS,Faridabad,INLD,0,Graduate,"Rs 79,74,248","Rs 79,000, "
1937,MOHD. IQBAL QUERESHI,East Delhi,BPTP,0,Not Given,"Rs 1,87,000","Rs 0, "
1938,MOHD. KAMAL UDDIN,Saharsa,JHP,0,Others,"Rs 15,10,000","Rs 0, "
1939,MOHD. MAQBOOL DAR,Anantnag,IND,0,Post Graduate,"Rs 15,30,000","Rs 0, "
1940,MOHD. MAZHER HUSSAIN,Mahabubnagar,Muslim League Kerala State Committee,0,Not Given,Nil,"Rs 0, "
1941,MOHD. MUQUEEM,Domariaganj,BSP,,10th Pass,"Rs 49,02,000","Rs 0, "
1942,MOHD. RAEES,Balrampur,IND,0,Not Given,"Rs 5,00,000","Rs 0, "
1943,MOHD. SAMI,Chandni Chowk,IND,0,Graduate,"Rs 75,000","Rs 0, "
1944,MOHD. SHAHID,Meerut,BSP,0,5th Pass,"Rs 1,52,20,720","Rs 1,21,146, "
1945,MOHD. TAHIR,Sultanpur,BSP,,12th Pass,"Rs 1,16,697","Rs 0, "
1946,MOHD. USMAN,Farrukhabad,IND,0,Post Graduate,"Rs 54,000","Rs 600, "
1947,MOHD. YOUSUF QURASHI,Anantnag,RLD,0,Not Given,"Rs 30,00,000","Rs 0, "
1948,MOHITE SUBODH BABURAO,Ramtek,SHS,,Graduate Professional,"Rs 44,72,038","Rs 0, "
1949,MOHMAD AKBAR,Baramulla,BJP,0,Graduate Professional,"Rs 20,000","Rs 58,000, "
1950,MOHMAD YOUSUF  WANI,Srinagar,AIFB,0,Graduate,"Rs 5,50,000","Rs 0, "
1951,MOHOR UDDIN MONDAL,Dhubri,Muslim League Kerala State Committee,0,Post Graduate,"Rs 1,10,000","Rs 0, "
1952,MOHSIN-BIN-HUSSAIN AL-KASARI,Hyderabad,IND,0,Others,"Rs 47,15,000","Rs 0, "
1953,MOIRANGTHEM NARA,Inner Manipur,CPI,0,Graduate Professional,"Rs 12,17,839","Rs 0, "
1954,MONA RAM,Kurukshetra,BSP,0,Literate,"Rs 5,60,000","Rs 0, "
1955,Mongal Soren,Jhargram,JMM,0,Post Graduate,"Rs 1,007","Rs 0, "
1956,MONI KUMAR SUBBA,Tezpur,INC,0,8th Pass,"Rs 18,64,43,565","Rs 0, "
1957,Moni Thapa,Darjeeling,CPM,0,Post Graduate,"Rs 16,60,669","Rs 85,000, "
1958,MONIKA TIWARI,Gopalganj,BED,0,Post Graduate,"Rs 41,000","Rs 0, "
1959,Monoranjan Haldar,Mathurapur,INC,0,Post Graduate,"Rs 13,05,000","Rs 2,30,000, "
1960,Monoranjan Polley,Howrah,IND,0,Not Given,"Rs 30,000","Rs 0, "
1961,MOOGAMBIKAI MANI,Coimbatore,SHS,0,12th Pass,"Rs 5,25,000","Rs 1,05,156, "
1962,MOOL CHAND,Nagaur,BSP,0,Graduate,"Rs 38,65,323","Rs 2,70,517, "
1963,"MOORTHY, A.K.",Chengalpattu,PMK,0,Post Graduate,"Rs 36,96,741","Rs 3,69,957, "
1964,MORE GANGADHAR LAKHAJI,Aurangabad,IND,0,8th Pass,Nil,"Rs 0, "
1965,MOTHE BARIK RAO,Adilabad,PRBP,0,Graduate,Nil,"Rs 30,000, "
1966,MOTI LAL MEENA,Kota,BSP,,Graduate,"Rs 15,53,000","Rs 10,02,332, "
1967,Motilal Murmu,Bankura,BSP,0,10th Pass,"Rs 4,67,000","Rs 0, "
1968,MOTIRAM CHOWDHARY,Bidar,JD(S),0,Post Graduate,"Rs 54,72,000","Rs 45,00,000, "
1969,MOTIRAM RAJPUT,Pilibhit,IND,0,10th Pass,"Rs 2,50,000","Rs 0, "
1970,Mozammel Haque Paile,Krishnagar,BSP,0,Graduate,"Rs 2,65,000","Rs 0, "
1971,MRADUL SHUKLA,Shahabad,INC,0,Graduate,"Rs 48,58,172","Rs 34,723, "
1972,Mritunjoy Chakraborty,Midnapore,IND,0,Graduate,"Rs 1,13,100","Rs 0, "
1973,MRS. GANGA POTAI THAKUR,Kanker,INC,0,Post Graduate,"Rs 57,12,500","Rs 0, "
1974,Mrutyunjay Mohapatra,Balasore,IND,0,Post Graduate,"Rs 12,00,000","Rs 0, "
1975,MUBARAK HUSSAIN,Katihar,SP,,Graduate,"Rs 6,40,000","Rs 2,82,000, "
1976,MUBARIQ,Bhilwara,IND,0,8th Pass,"Rs 1,59,000","Rs 0, "
1977,MUDALAGIRIYAPPA C P,Chitradurga,BJP,0,Post Graduate,"Rs 1,93,11,500","Rs 26,96,000, "
1978,MUDRAGADA PADMANABHAM,Kakinada,TDP,0,Not Given,Nil,"Rs 0, "
1979,MUKESH,Kairana,IND,0,10th Pass,Nil,"Rs 0, "
1980,MUKESH ARORA,Chandni Chowk,IND,0,Graduate Professional,"Rs 20,63,000","Rs 0, "
1981,MUKESH KUMAR,Chandigarh,IND,0,10th Pass,"Rs 4,33,900","Rs 21,000, "
1982,MUKESH KUMAR,Hathras,INC,0,Not Given,"Rs 68,36,458","Rs 18,88,074, "
1983,MUKESH RAJPUT,Farrukhabad,BJP,0,Graduate,"Rs 47,74,998","Rs 0, "
1984,MUKHTAR ANEES,Sitapur,SP,0,Graduate,"Rs 36,60,000","Rs 2,50,000, "
1985,MUKHTIAR SINGH,Rohtak,IND,0,Post Graduate,"Rs 19,12,000","Rs 0, "
1986,MUKKA NARASIMHA REDDY,Rajampet,JP,0,5th Pass,"Rs 42,42,000","Rs 0, "
1987,MUKUL BALKRUSHNA WASNIK,Buldhana,INC,0,Post Graduate,"Rs 7,66,968","Rs 0, "
1988,Mukul Paul,Calcutta South,IND,0,10th Pass,"Rs 82,500","Rs 0, "
1989,MULAYAM SINGH YADAV,Mainpuri,SP,,Post Graduate,"Rs 1,15,41,224","Rs 41,235, "
1990,MULLAPPALLY RAMACHANDRAN,Cannanore,INC,0,Post Graduate,"Rs 30,05,122","Rs 0, "
1991,MULLURU NAGARAJU,Chamarajanagar,KNDP,0,Not Given,"Rs 20,000","Rs 0, "
1992,MUMJALA BIKSHAPATHI,Warangal,IND,0,Graduate,Nil,"Rs 0, "
1993,MUNAMBAM HAMZA,Ernakulam,JD(U),0,Literate,"Rs 13,000","Rs 0, "
1994,MUNEESWARA RAO BHUPATI,Amalapuram,IND,0,Others,"Rs 2,36,200","Rs 35,000, "
1995,MUNESH SINGH,Farrukhabad,IND,0,12th Pass,"Rs 12,01,380","Rs 0, "
1996,MUNESHWAR,Shahjahanpur,IND,0,Literate,"Rs 2,87,500","Rs 0, "
1997,MUNI LALL,Sasaram,BJP,0,Post Graduate,"Rs 54,36,933","Rs 7,86,779, "
1998,MUNIRAMAIAH,Kanakapura,IND,0,Post Graduate,"Rs 44,25,000","Rs 0, "
1999,MUNISH TEWARI,Ludhiana,INC,,Graduate Professional,"Rs 1,08,42,494","Rs 4,79,251, "
2000,MUNNAR,Ghosi,ABHM,0,Graduate,"Rs 12,51,211","Rs 0, "
2001,MUNSHI RAM,Ganganagar,BSP,0,Literate,"Rs 2,00,000","Rs 0, "
2002,Munshiram S/o Shri Makhhan,Bijnor,IND,0,Not Given,"Rs 1,60,100","Rs 0, "
2003,Munshiram S/o Sri Ramcharan Singh,Bijnor,RLD,0,Others,"Rs 29,42,225","Rs 7,20,000, "
2004,MUNUSAMY (ALAIS) THAMILSELVAN. M,Dharmapuri,JD(U),0,8th Pass,"Rs 1,30,196","Rs 0, "
2005,MURALIDHAR JENA,Bhadrak,INC,0,Graduate,"Rs 3,78,000","Rs 2,41,156, "
2006,MURARI LAL MITTAL FATEHPURIA,Agra,BJP,0,10th Pass,"Rs 29,44,541","Rs 0, "
2007,MURTIRAMSAHU,Janjgir,BSP,0,Post Graduate,"Rs 35,32,449","Rs 0, "
2008,MUSHTAQ AHMED,Jammu,IND,0,Illiterate,"Rs 5,20,000","Rs 0, "
2009,MUSHTAQ SHAMIM,Srinagar,IND,0,Graduate,"Rs 2,10,000","Rs 0, "
2010,MUSMADE BHAUSAHEB JAGANNATH,Kopargaon,IND,0,Literate,"Rs 28,550","Rs 0, "
2011,MUTAGUPPI LAXMESH PUTTA,Kanara,IND,0,Post Graduate,"Rs 50,000","Rs 35,000, "
2012,MUVVA VENKAT RAO,Guntur,IND,0,Post Graduate,"Rs 58,90,000","Rs 0, "
2013,MYLAPALLI LAKSHMUDU,Srikakulam,BSP,,Post Graduate,Nil,"Rs 0, "
2014,N A MOHAMMED,Kasaragod,INC,0,10th Pass,"Rs 18,85,27,614","Rs 0, "
2015,N BHASKARA REDDY,Cuddapah,PP,0,Not Given,"Rs 3,81,000","Rs 20,000, "
2016,N CHAMARAJU,Chamarajanagar,JD(U),0,Graduate,"Rs 1,55,000","Rs 0, "
2017,N K P NAIR,Andaman & Nicobar Islands,CPI(ML)(L),0,Literate,"Rs 7,72,588","Rs 1,88,000, "
2018,N P KUSHWAHA,Padrauna,BSP,0,Post Graduate,"Rs 81,30,200","Rs 0, "
2019,N RANGASWAMY,Chamarajanagar,USYP,0,Post Graduate,"Rs 52,75,000","Rs 18,65,000, "
2020,N SHIVAMALLU,Chamarajanagar,BSP,0,Post Graduate,"Rs 4,00,600","Rs 0, "
2021,N. CHANDRA SHEKAR,Secunderabad,MCPI(S),0,10th Pass,Nil,"Rs 0, "
2022,N. K. SINGH,Madhepura,SAP,0,Post Graduate,"Rs 56,13,304","Rs 0, "
2023,N. M. BAJORIYA,Patna,ABHM,0,Illiterate,"Rs 4,31,900","Rs 0, "
2024,N. N. KRISHNADAS,Palghat,CPM,,Graduate,"Rs 15,03,105","Rs 0, "
2025,N.Y. HANUMANTHAPPA,Chitradurga,INC,0,Post Graduate,"Rs 62,50,000","Rs 0, "
2026,Nachhir Ali Pramanik,Jalpaiguri,IND,0,Others,"Rs 65,000","Rs 10,000, "
2027,NADE DYANESHWAR DAGDU,Jalna,IND,0,8th Pass,"Rs 25,000","Rs 0, "
2028,NAFE,Rohtak,IND,0,10th Pass,"Rs 12,79,750","Rs 0, "
2029,NAFEES,East Delhi,NBNP,0,Graduate,"Rs 39,400","Rs 33,000, "
2030,NAFIS AHMAD,Bettiah,IND,0,10th Pass,"Rs 60,000","Rs 0, "
2031,Nafisa Ali,Calcutta South,INC,0,Graduate,"Rs 2,07,37,716","Rs 0, "
2032,NAGANDRA KUMAR VIKAL,Nawada,IND,0,Post Graduate,"Rs 4,13,000","Rs 0, "
2033,NAGAPPA BHEEMAPPA SALONI,Koppal,BJP,0,Literate,"Rs 30,16,445","Rs 0, "
2034,NAGARAJAN. H,Karur,JP,0,Post Graduate,"Rs 1,42,550","Rs 0, "
2035,NAGARMAL BAJORIA (DHARTIPAKAR),Bhagalpur,ABHM,0,10th Pass,"Rs 4,36,900","Rs 0, "
2036,NAGDEOTE SEOCHANDRA SHALIKRAM,Chandrapur,PRCP,0,Not Given,"Rs 6,000","Rs 2,01,601, "
2037,NAGENDRA SINGH,Phulpur,IND,0,12th Pass,"Rs 92,900","Rs 0, "
2038,NAGENDRA SINGH SHAKYA,Farrukhabad,BSP,0,Graduate,"Rs 6,30,876","Rs 0, "
2039,NAGMANI,Chatra,BJP,0,12th Pass,"Rs 24,02,153","Rs 0, "
2040,NAGMANI KISAN JAKKAN,Sholapur,IND,0,Not Given,"Rs 20,000","Rs 0, "
2041,NAHAMANI.  ( TMT) J,Chengalpattu,BSP,0,Graduate,"Rs 8,45,000","Rs 0, "
2042,NAHAR SINGH,Meerut,IND,0,8th Pass,"Rs 2,55,000","Rs 0, "
2043,NAIK BABULAL RUPSING,Nandurbar,BSP,0,Graduate,"Rs 3,90,000","Rs 0, "
2044,NAIK MANOHAR RAJUSING,Washim,NCP,0,Graduate,"Rs 5,63,07,131","Rs 10,53,024, "
2045,NAINALA GOVERDHAN,Adilabad,IND,0,Post Graduate,Nil,"Rs 0, "
2046,NAINALASETTI MURTHY,Kakinada,CPI(ML)(L),0,Not Given,"Rs 9,00,000","Rs 5,62,000, "
2047,NAJMUJJAMA,Sitamarhi,BSP,0,12th Pass,"Rs 10,000","Rs 0, "
2048,NAKUL DAS RAI,Sikkim,SDF,0,Graduate,"Rs 68,90,766","Rs 14,94,475, "
2049,NAKUL NAYAK,Phulbani,IND,,Graduate,"Rs 51,69,000","Rs 8,12,473, "
2050,NALAJALA SAROJA,Khammam,PPOI,0,Not Given,"Rs 26,85,000","Rs 0, "
2051,NALAMALAPU LAKSHMI NARASA REDDY,Ongole,IND,0,Not Given,"Rs 1,81,000","Rs 0, "
2052,NALINI KUMAR JENA,Balasore,BSP,0,Others,"Rs 15,000","Rs 0, "
2053,NALLA SURYAPRAKASH,Medak,BSP,0,Graduate,"Rs 10,000","Rs 0, "
2054,NALLU INDRASENA REDDY,Nalgonda,BJP,0,Post Graduate,"Rs 1,62,42,000","Rs 0, "
2055,NAMA NAGESWARA RAO,Khammam,TDP,0,12th Pass,"Rs 36,83,000","Rs 0, "
2056,NAMA NAIK ISLAVATH,Khammam,IND,0,Others,"Rs 1,60,000","Rs 0, "
2057,NAMO NARAIN,Sawai Madhopur,INC,0,Post Graduate,"Rs 52,34,897","Rs 4,00,000, "
2058,NAND KISHORE BAIRWA,Tonk,INC,0,Post Graduate,"Rs 82,39,454","Rs 0, "
2059,NAND KUMAR NAG,Basti,IND,0,Graduate Professional,"Rs 1,40,500","Rs 0, "
2060,NAND KUMAR SAI,Surguja,BJP,,Post Graduate,"Rs 31,24,000","Rs 6,10,000, "
2061,NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),Khandwa,BJP,0,Graduate,"Rs 45,10,192","Rs 9,47,000, "
2062,NAND LAL PASWAN,Araria,IND,0,Literate,"Rs 30,000","Rs 0, "
2063,NANDA GOPAL GANDHAM,Anakapalli,INC,0,Not Given,Nil,"Rs 0, "
2064,NANDJEE RAM,Rosera,IND,,10th Pass,"Rs 24,282","Rs 0, "
2065,NANDJI RAM,Bagaha,CPI(ML)(L),,12th Pass,"Rs 17,283","Rs 0, "
2066,NANDLAL,Ghazipur,ASP,0,Graduate,"Rs 13,17,000","Rs 0, "
2067,NANHA MARKANDEY,Raipur,IND,0,Post Graduate,Nil,"Rs 0, "
2068,NANJE GOWDU. K,Krishnagiri,ADMK,0,Graduate Professional,"Rs 21,95,974","Rs 0, "
2069,NARANBHAI  RATHWA,Chhota Udaipur,INC,0,Post Graduate,"Rs 27,93,000","Rs 2,71,125, "
2070,NARASIMHA REDDY TERA,Tenali,TRS,0,Post Graduate,"Rs 25,000","Rs 0, "
2071,NARAYAN CHANDRA BORKATAKY,Mangaldoi,BJP,0,Graduate,"Rs 55,95,818","Rs 3,01,647, "
2072,Narayan Chandra Paria,Midnapore,INC,,Graduate,"Rs 4,42,500","Rs 31,000, "
2073,NARAYAN KUMAR RAM,Araria,BSP,0,10th Pass,"Rs 3,55,000","Rs 0, "
2074,NARAYAN SATVAJI SURESHI,Nanded,IND,0,Post Graduate,"Rs 10,54,023","Rs 0, "
2075,NARAYAN SINGH,Sikar,INC,0,12th Pass,"Rs 17,65,401","Rs 0, "
2076,NARAYAN TRIPATHI,Satna,SP,0,Graduate,"Rs 3,87,000","Rs 0, "
2077,NARAYANA MOORTHY P,Bellary,IND,0,Post Graduate,Nil,"Rs 0, "
2078,NARAYANA SWAMY D N ( KWALITY),Chikballapur,KNDP,0,Not Given,"Rs 12,05,000","Rs 6,00,000, "
2079,NARAYANSINGH KHARADI,Jhabua,JD(U),0,Literate,"Rs 7,61,000","Rs 0, "
2080,NARBADA PRASAD SHARMA,Vidisha,INC,0,Graduate,"Rs 10,90,372","Rs 47,000, "
2081,NARENDRA,Baghpat,IND,,10th Pass,"Rs 1,69,000","Rs 0, "
2082,NARENDRA,Meerut,IND,0,10th Pass,"Rs 1,00,000","Rs 0, "
2083,NARENDRA KUMAR KUSHWAHA,Mirzapur,BSP,0,12th Pass,"Rs 7,099","Rs 0, "
2084,NARENDRA KUMAR SINGH,Arrah,SP,0,8th Pass,"Rs 97,11,425","Rs 26,06,417, "
2085,NARENDRA KUMAR SINGH,Chapra,IND,0,Not Given,"Rs 17,483","Rs 0, "
2086,NARENDRA SANI,Amroha,SHS,0,Post Graduate,"Rs 60,000","Rs 0, "
2087,NARENDRA SINGH,Bhind,IND,,8th Pass,"Rs 2,50,000","Rs 0, "
2088,NARENDRA SINGH BHADORIA ( DADDY),Bhind,SP,0,12th Pass,"Rs 18,44,758","Rs 0, "
2089,NARESH,Mahendragarh,IND,0,8th Pass,"Rs 20,86,000","Rs 0, "
2090,NARESH,Amroha,IND,0,Not Given,"Rs 5,71,000","Rs 0, "
2091,NARESH AHIRWAR,Sagar,BSP,,Not Given,Nil,"Rs 0, "
2092,NARESH GUJRAL,Jullundur,SAD,0,Graduate Professional,"Rs 19,28,76,742","Rs 34,116, "
2093,NARESH KUMAR SHARMA,Sambhal,IND,0,8th Pass,"Rs 7,21,026","Rs 0, "
2094,NARESH PRASAD YADAV,Bhagalpur,IND,0,Others,"Rs 2,51,161","Rs 10,000, "
2095,NARESH PUGLIA,Chandrapur,INC,,Graduate,"Rs 2,19,78,792","Rs 60,73,131, "
2096,Naresh Rishi,Malda,IND,0,12th Pass,"Rs 10,000","Rs 16,800, "
2097,NARESH SACHDEVA,Karnal,IND,0,10th Pass,"Rs 3,22,500","Rs 0, "
2098,NARESH SINGH BHADORIYA,Kheri,IND,0,Graduate Professional,"Rs 5,30,855","Rs 0, "
2099,NARHIRE KALPANA RAMESH,Osmanabad,SHS,,10th Pass,"Rs 32,34,992","Rs 5,10,681, "
2100,NARSINGRAO HULLA SURYAWANSHI,Bidar,INC,0,Graduate,"Rs 25,95,002","Rs 76,511, "
2101,NASEEM HAIDER,Kairana,IND,0,Graduate Professional,"Rs 76,000","Rs 0, "
2102,NASER NAHADI MAHMAD YAHYA NAHADI,Aurangabad,SP,0,12th Pass,"Rs 19,800","Rs 0, "
2103,NASIM AHMAD,Bettiah,SP,0,Post Graduate,"Rs 66,50,000","Rs 10,000, "
2104,NASIM KHAN,Amroha,RJD,0,Post Graduate,"Rs 13,50,000","Rs 0, "
2105,NASIR ALI SIDDIQUI,Lucknow,BSP,,10th Pass,"Rs 2,01,230","Rs 0, "
2106,NASIR IQBAL,Bulandshahr,IND,0,12th Pass,"Rs 17,27,400","Rs 0, "
2107,NASIR KHAN,Siwan,IND,0,Graduate,"Rs 3,27,959","Rs 15,000, "
2108,Natabar Bagdi,Bankura,PDS,0,10th Pass,"Rs 12,65,000","Rs 0, "
2109,NATHURAM VERMA,Jalaun,INC,0,Not Given,"Rs 11,89,000","Rs 0, "
2110,NAUSHAD AHMAD,Jahanabad,BSP,0,10th Pass,"Rs 8,56,500","Rs 0, "
2111,NAUSHAD MATHER,Ernakulam,IND,0,Not Given,"Rs 4,26,400","Rs 0, "
2112,NAVAL KISHORE RAI,Sitamarhi,JD(U),,Graduate Professional,"Rs 60,55,791","Rs 11,66,462, "
2113,NAVALE SOMNATH NANASAHEB,Nashik,SVRP,0,12th Pass,"Rs 14,38,000","Rs 2,00,000, "
2114,"NAVAMANI, T",Madras South,JP,0,Graduate,"Rs 1,72,000","Rs 0, "
2115,NAVEEN JINDAL,Kurukshetra,INC,0,Post Graduate,"Rs 12,12,95,000","Rs 0, "
2116,NAVEEN KUMAR,Sonepat,IND,0,10th Pass,"Rs 10,000","Rs 0, "
2117,NAVEEN KUMAR GAUTAM,Hapur,BRPP,0,Graduate,"Rs 34,000","Rs 0, "
2118,NAVJOT SINGH SIDHU,Amritsar,BJP,,Graduate,"Rs 6,42,11,374","Rs 3,98,529, "
2119,NAVNATH DASHRATH UPLEKAR,Osmanabad,IND,0,8th Pass,"Rs 50,000","Rs 0, "
2120,NAVNEET KUMAR,Faridkot,SHS,0,12th Pass,"Rs 6,00,000","Rs 98,000, "
2121,NAWAL KISHOR SAHI,Sitamarhi,SAP,0,Post Graduate,"Rs 64,500","Rs 0, "
2122,NAWAL KISHORE SINGH,Nalanda,IND,0,10th Pass,"Rs 35,400","Rs 14,236, "
2123,NAYANA DHAWAD  (PANDE),Ramtek,VJC,0,Doctorate,"Rs 45,000","Rs 0, "
2124,Nazim Ahmed,Panskura,INC,0,Post Graduate,"Rs 8,14,202","Rs 87,000, "
2125,NAZIR AHMAD KHAN,Srinagar,IND,0,Graduate,"Rs 8,00,000","Rs 18,000, "
2126,NEELAM DEVI,Purnea,IND,0,Not Given,"Rs 2,14,485","Rs 0, "
2127,NEETA PATERIYA,Seoni,BJP,0,Post Graduate,"Rs 32,39,103","Rs 41,965, "
2128,NEM CHANDRA,Bareilly,AD,0,12th Pass,"Rs 7,43,000","Rs 0, "
2129,NEPAL CHANDRA DAS,Karimganj,AGP,0,Literate,"Rs 7,85,894","Rs 0, "
2130,NEVI LAL DAS,Kishanganj,IND,0,Not Given,"Rs 77,000","Rs 0, "
2131,NIHALCHAND MEGHWAL,Ganganagar,BJP,0,Graduate,"Rs 22,82,422","Rs 1,68,941, "
2132,NIKHIL KUMAR,Aurangabad,INC,0,Post Graduate,"Rs 7,44,89,984","Rs 12,20,000, "
2133,NIKHIL KUMAR CHOUDHARY,Katihar,BJP,,Graduate,"Rs 45,35,938","Rs 0, "
2134,Nikhilananda Sar,Burdwan,CPM,0,Graduate Professional,"Rs 34,31,414","Rs 0, "
2135,NILAKANTHA NAYAK,Keonjhar,INC,0,Graduate,"Rs 53,80,000","Rs 8,59,972, "
2136,Nilima Nag ( Mallick),Nabadwip,AITC,0,10th Pass,"Rs 9,12,959","Rs 0, "
2137,Nilkamal Mahato,Purulia,IND,0,Not Given,"Rs 1,50,000","Rs 0, "
2138,NIPON DHOLUA,Gauhati,SAP,0,Post Graduate,"Rs 45,000","Rs 0, "
2139,NIRAJ,Hissar,IND,0,Graduate Professional,"Rs 7,24,029","Rs 0, "
2140,NIRAL ENEM HORO,Khunti,JKP,0,Graduate Professional,"Rs 10,18,906","Rs 0, "
2141,NIRANJAN KUMAR,Gaya,CPI(ML)(L),0,Graduate,"Rs 2,70,000","Rs 0, "
2142,NIRMAL KHATRI,Faizabad,INC,,Doctorate,"Rs 22,24,306","Rs 0, "
2143,NIRMAL SINGH,Faridkot,LJNSP,0,10th Pass,"Rs 20,000","Rs 0, "
2144,NIRMALA DASGUPTA,Tripura West,INC,0,Graduate,"Rs 55,85,000","Rs 10,450, "
2145,NITIN DATTATRAYA JAGTAP,Pune,IND,,Graduate,"Rs 40,71,500","Rs 2,00,000, "
2146,NITISH KUMAR,Barh,JD(U),0,Graduate,"Rs 43,18,464","Rs 6,72,674, "
2147,NITISH KUMAR,Nalanda,JD(U),0,Graduate,"Rs 43,89,206","Rs 6,72,674, "
2148,Nitish Sengupta,Contai,AITC,0,Doctorate,"Rs 76,46,248","Rs 0, "
2149,NITYA NAND SHUKLA,Gonda,IND,0,12th Pass,"Rs 10,04,700","Rs 0, "
2150,NITYA NAND SINGH,Vaishali,SP,0,Post Graduate,"Rs 4,38,000","Rs 0, "
2151,Nityananda Hembram,Jhargram,AITC,0,Others,"Rs 7,16,000","Rs 0, "
2152,Niyati Mahato,Purulia,AITC,0,12th Pass,"Rs 6,06,962","Rs 0, "
2153,NIZAM-UDDIN BHAT,Baramulla,JKPDP,0,Post Graduate,"Rs 10,31,057","Rs 5,000, "
2154,NIZAMODDIN,Hindupur,INC,0,Graduate,"Rs 14,05,000","Rs 2,00,779, "
2155,NONGMAITHEM HOMENDRO SINGH,Inner Manipur,IND,0,Graduate,Nil,"Rs 0, "
2156,NONGMAITHEM IBOYAIMA SINGH,Inner Manipur,IND,0,10th Pass,Nil,"Rs 0, "
2157,NOOR MUHAMAD. A,Coimbatore,BSP,0,5th Pass,"Rs 10,40,436","Rs 0, "
2158,NOOR MUHAMMAD KURESHI,Sambhal,IND,0,Not Given,"Rs 1,92,800","Rs 0, "
2159,NOORUL HUDA,Silchar,CPM,0,Post Graduate,"Rs 13,20,000","Rs 0, "
2160,NOUSHAD,Trivandrum,IND,0,Others,"Rs 2,84,000","Rs 0, "
2161,Nripen Karjee,Cooch Behar,IND,,Graduate,Nil,"Rs 0, "
2162,O G THANKAPPAN,Ernakulam,BJP,0,Not Given,"Rs 6,200","Rs 0, "
2163,O K VASU MASTER,Cannanore,BJP,,10th Pass,"Rs 9,80,810","Rs 1,52,510, "
2164,O RAJAGOPAL,Trivandrum,BJP,0,Graduate Professional,"Rs 1,05,82,232","Rs 0, "
2165,O. P. BARWADIA,Jaipur,BSP,0,Literate,"Rs 38,70,000","Rs 0, "
2166,O.SUBBA REDDY,Cuddapah,Akhil Bharatiya Jan Sangh,0,Others,"Rs 4,08,000","Rs 30,000, "
2167,OGONG TAMUK,Arunachal East,IND,0,8th Pass,"Rs 15,20,000","Rs 0, "
2168,OM PARKASH MALHOTRA,Jammu,IND,0,Not Given,"Rs 40,000","Rs 43,371, "
2169,OM PRAKASH,Ballia,Suheldev Bhartiya Samaj Party,0,12th Pass,"Rs 4,00,000","Rs 1,78,500, "
2170,OM PRAKASH,Hamirpur,IND,0,8th Pass,"Rs 1,09,30,721","Rs 0, "
2171,OM PRAKASH CHAURASIA ADVOCATE,Faizabad,RSMD,0,Graduate Professional,"Rs 3,71,600","Rs 0, "
2172,Om Prakash Dubey (baba Dubey),Jaunpur,BSP,,10th Pass,"Rs 1,21,74,077","Rs 6,24,769, "
2173,OM PRAKASH PASWAN,Araria,AD,0,Not Given,"Rs 15,000","Rs 9,000, "
2174,OM PRAKASH SINHA,Patna,IND,0,Not Given,"Rs 27,03,000","Rs 100, "
2175,OM PRAKASH VERMA,Kheri,IND,0,12th Pass,"Rs 3,00,000","Rs 0, "
2176,OM PRAKASH YADAV,Siwan,JD(U),0,Graduate Professional,"Rs 9,31,000","Rs 0, "
