ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,CAND_CATEGORY,PARTYABBRE,TOTVOTPOLL,POSITION
S13,MAHARASHTRA,37,Sholapur,GEN,3,2004,UJWALATAI SUSHILKUMAR SHINDE,F,GEN,INC,310390,2
S13,MAHARASHTRA,37,Sholapur,GEN,3,2004,SARVADE RAHUL VITTHALRAO,M,SC,BSP,12067,3
S13,MAHARASHTRA,37,Sholapur,GEN,3,2004,NAGMANI KISAN JAKKAN,F,GEN,IND,8503,4
S13,MAHARASHTRA,37,Sholapur,GEN,3,2004,SALGAR PRABHAKAR SIDRAM,M,GEN,RSPS,6396,5
S13,MAHARASHTRA,37,Sholapur,GEN,3,2004,AVAR PRAMOD DATTATRAYA,M,GEN,IND,3257,6
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,ATHAWALE RAMDAS BANDU,M,SC,RPI(A),347215,1
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,KSHIRSAGAR NAGNATH DATTATRAY,M,SC,BJP,247522,2
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,LANKESHWAR KALYAN BHAGWAN,M,SC,IND,33265,3
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,ADV NAIKNAVARE PURUSHOTTAM BHAGVAN,M,SC,RSPS,20684,4
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,DR.  SHARDA HARIDAS SONAVANE,F,SC,IND,12895,5
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,RAMESH ROHIDAS NIRMAL,M,SC,BSP,11059,6
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,TEXASDADA GAIKWAD,M,SC,IND,8135,7
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,KALE AVINASH TATYASAHEB,M,SC,IND,4698,8
S13,MAHARASHTRA,38,Pandharpur,SC,3,2004,WAGHMARE SUNIL TARACHAND,M,SC,PRCP,3654,9
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,GADAKH TUKARAM GANGADHAR,M,GEN,NCP,362938,1
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,PROF. N. S. PHARANDE,M,GEN,BJP,287861,2
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,SAYYAD MUSHTAK AHMED,M,GEN,IND,11115,3
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,DR. BHISE INDRAKUMAR DEVRAO,M,GEN,RSPS,8786,4
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,WAGHMARE RAJU RATNAKAR,M,SC,BSP,8722,5
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,RAMNATH GAHININATH GOLHAR,M,GEN,IND,5042,6
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2004,AWARE RADHAKISAN BABU,M,GEN,IND,3258,7
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,E.  V.  ALIAS BALASAHEB VIKHE PATIL,M,GEN,INC,356688,1
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,MURKUTE BHANUDAS KASHINATH,M,GEN,SHS,269357,2
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,NIKALE VINAYAKRAO MARUTRAO,M,SC,BSP,10836,3
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,SHAIKH RIYAJ FAJALODDIN,M,GEN,IND,7897,4
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,DR. BHISE INDRAKUMAR DEVRAO,M,GEN,RSPS,6000,5
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,DESHMUKH BHAGWAN RANGANATH,M,GEN,IND,4957,6
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,VIKHE BALASAHEB JAGGANNATH,M,GEN,IND,4947,7
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,MUSMADE BHAUSAHEB JAGANNATH,M,GEN,IND,2813,8
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,WAGHMARE SHANKAR SADASHIV,M,SC,IND,2591,9
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,KHULE DATTATRAYA NIVRUTTI,M,GEN,IND,1321,10
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2004,KOLSE ASHOK EKNATH,M,GEN,IND,1293,11
S13,MAHARASHTRA,41,Khed,GEN,3,2004,ADHALARAO PATIL SHIVAJIRAO,M,GEN,SHS,360501,1
S13,MAHARASHTRA,41,Khed,GEN,3,2004,ASHOK NAMDEVRAO MOHOL,M,GEN,NCP,339691,2
S13,MAHARASHTRA,41,Khed,GEN,3,2004,ARBUJ SHIVAJI JIJABA,M,GEN,IND,12055,3
S13,MAHARASHTRA,41,Khed,GEN,3,2004,KUDALE VIVEK ANANT,M,GEN,BSP,11216,4
S13,MAHARASHTRA,41,Khed,GEN,3,2004,BHOSALE LAXMAN DHARMAJI,M,SC,BBM,5274,5
S13,MAHARASHTRA,41,Khed,GEN,3,2004,GADAGE GANPATRAO MARUTI,M,GEN,RSPS,3308,6
S13,MAHARASHTRA,42,Pune,GEN,3,2004,KALMADI SURESH,M,GEN,INC,373774,1
S13,MAHARASHTRA,42,Pune,GEN,3,2004,PRADIP TRIMBAK RAWAT,M,GEN,BJP,300598,2
S13,MAHARASHTRA,42,Pune,GEN,3,2004,ARUN BHATIA,M,GEN,IND,60237,3
S13,MAHARASHTRA,42,Pune,GEN,3,2004,Gaikwad Jayawnt Dharmaji,M,GEN,BSP,9101,4
S13,MAHARASHTRA,42,Pune,GEN,3,2004,JADHAV GANESH DEVRAM,M,SC,BBM,5321,5
S13,MAHARASHTRA,42,Pune,GEN,3,2004,JAGDALE SHANKARRAO RAMCHANDRA,M,GEN,IND,4679,6
S13,MAHARASHTRA,42,Pune,GEN,3,2004,THYAGARAJAN BENEDIC,M,GEN,IND,3350,7
S13,MAHARASHTRA,42,Pune,GEN,3,2004,PROF. ANANDRAO BHANUDAS DADAS,M,GEN,RSPS,2418,8
S13,MAHARASHTRA,42,Pune,GEN,3,2004,RAWAT PRAMILA,F,GEN,IND,1616,9
S13,MAHARASHTRA,42,Pune,GEN,3,2004,SARODE ARUN KONDIBA,M,SC,IND,967,10
S13,MAHARASHTRA,42,Pune,GEN,3,2004,ANWAR ISMAIL BAGWAN,M,GEN,IND,844,11
S13,MAHARASHTRA,42,Pune,GEN,3,2004,CHAVAN POPATRAO KISANRAO,M,SC,IND,801,12
S13,MAHARASHTRA,42,Pune,GEN,3,2004,GAIKWAD VITTHAL BABURAO,M,SC,IND,795,13
S13,MAHARASHTRA,42,Pune,GEN,3,2004,RAJIV DESHPANDE,M,GEN,HEAP,620,14
S13,MAHARASHTRA,42,Pune,GEN,3,2004,KAMBLE SADANAND BHIMRAO,M,SC,IND,619,15
S13,MAHARASHTRA,42,Pune,GEN,3,2004,SHINDE SACHIN NANA,M,GEN,IND,592,16
S13,MAHARASHTRA,42,Pune,GEN,3,2004,PROF. TRIBHUVAN SAMPAT,M,SC,IJP,511,17
S13,MAHARASHTRA,42,Pune,GEN,3,2004,KANCHWALA NURUDDIN ALTAF HUSSEIN,M,GEN,IND,500,18
S13,MAHARASHTRA,42,Pune,GEN,3,2004,ADAGALE BHAU RAMCHANDRA,M,SC,IND,485,19
S13,MAHARASHTRA,42,Pune,GEN,3,2004,NITIN DATTATRAYA JAGTAP,M,GEN,IND,475,20
S13,MAHARASHTRA,42,Pune,GEN,3,2004,AMTE VINOD RAMCHANDRA,M,GEN,IND,461,21
S13,MAHARASHTRA,42,Pune,GEN,3,2004,SHAIKH IBRAHIM HUSAIN,M,GEN,IND,254,22
S13,MAHARASHTRA,43,Baramati,GEN,3,2004,PAWAR SHARADCHANDRA GOVINDRAO,M,GEN,NCP,634555,1
S13,MAHARASHTRA,43,Baramati,GEN,3,2004,PRITHVIRAJ SAHEBRAO JACHAK,M,GEN,BJP,211580,2
S13,MAHARASHTRA,43,Baramati,GEN,3,2004,KOLEKAR BALASAHEB BAPURAO,M,GEN,RSPS,30230,3
S13,MAHARASHTRA,43,Baramati,GEN,3,2004,VISHWAKARMA PRALHAD RAMBICH,M,GEN,BSP,16966,4
S13,MAHARASHTRA,44,Satara,GEN,3,2004,LAXMANRAO PANDURANG JADHAV (PATIL),M,GEN,NCP,281577,1
S13,MAHARASHTRA,44,Satara,GEN,3,2004,HINDURAO N. NAIK NIMBALKAR,M,GEN,SHS,277620,2
S13,MAHARASHTRA,44,Satara,GEN,3,2004,KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,M,GEN,IND,62492,3
S13,MAHARASHTRA,44,Satara,GEN,3,2004,KHATAKE BAJARANG SUBHEDAR,M,GEN,RSPS,28325,4
S13,MAHARASHTRA,44,Satara,GEN,3,2004,AMAR RAGHUNATH GAIKWAD,M,SC,BSP,13502,5
S13,MAHARASHTRA,44,Satara,GEN,3,2004,DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. YADAV,M,GEN,LRP,11496,6
S13,MAHARASHTRA,45,Karad,GEN,3,2004,PATIL SHRINIWAS DADASAHEB,M,GEN,NCP,436732,1
S13,MAHARASHTRA,45,Karad,GEN,3,2004,MANKUMARE VASANT DNYANDEV,M,GEN,SHS,240002,2
S13,MAHARASHTRA,45,Karad,GEN,3,2004,ADV. KAMBLE PRABHAKAR MANSING,M,SC,BSP,17361,3
S13,MAHARASHTRA,45,Karad,GEN,3,2004,ANANDRAO TUKARAM THORAT,M,GEN,IND,12040,4
S13,MAHARASHTRA,45,Karad,GEN,3,2004,JADHAV BALIKRISHNA ALIAS BALASAHEB BHIMRAO,M,GEN,RSPS,8388,5
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,Patil Prakashbapu Vasantdada,M,GEN,INC,305048,1
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,DEEPAK (BABA) ABASAHEB SHINDE MHAISALKAR,M,GEN,BJP,223425,2
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,KRANTIVEER NAGNATH(ANNA) RAMCHANDRA NAIKWADI,M,GEN,SP,137122,3
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,SHANKARRAO BALKRISHNA KHEDKAR (MALI),M,GEN,IND,10090,4
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,ADV. SUHASE MADHUKAR MALLAPPA,M,SC,BSP,8267,5
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,GANAPATI TUKARAM KAMBLE (G.T.),M,SC,IND,3654,6
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,VANMORE NARAYAN APPA,M,SC,IND,3070,7
S13,MAHARASHTRA,46,Sangli,GEN,3,2004,PRAVIN KAVTHEKAR (JIWA MAHALE),M,GEN,IND,2323,8
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2004,MANE NIVEDITA SAMBHAJIRAO,F,GEN,NCP,422272,1
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2004,DR. PATIL SANJAY (DADA) SHAMRAO,M,GEN,SHS,321223,2
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2004,KAMBALE SUKUMAR DATTU,M,SC,BBM,20155,3
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2004,MANE SUNITA ARVIND,F,SC,IND,19704,4
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2004,PATIL SANJAY SHAMRAO,M,GEN,IND,7733,5
S13,MAHARASHTRA,48,Kolhapur,GEN,3,2004,MANDLIK SADASHIVRAO DADOBA,M,GEN,NCP,401922,1
S13,MAHARASHTRA,48,Kolhapur,GEN,3,2004,MAHADIK DHANANJAY BHIMRAO,M,GEN,SHS,387169,2
S13,MAHARASHTRA,48,Kolhapur,GEN,3,2004,PATRAKAR SUNANDA PRAKASH MORE,F,GEN,PWPI,13266,3
S13,MAHARASHTRA,48,Kolhapur,GEN,3,2004,WAGH SHANKARRAO KRISHNAJI,M,SC,BSP,10987,4
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,DR. THOKCHOM MEINYA,M,GEN,INC,154055,1
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,MOIRANGTHEM NARA,M,GEN,CPI,104722,2
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,LEISHANGTHEM CHANDRAMANI,M,GEN,FPM,88179,3
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,THOUNAOJAM CHAOBA,M,GEN,BJP,66451,4
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,NONGMAITHEM IBOYAIMA SINGH,M,GEN,IND,1646,5
S14,MANIPUR,1,Inner Manipur,GEN,3,2004,NONGMAITHEM HOMENDRO SINGH,M,GEN,IND,1353,6
S14,MANIPUR,2,Outer Manipur,ST,3,2004,MANI CHARENAMEI,M,ST,IND,229634,1
S14,MANIPUR,2,Outer Manipur,ST,3,2004,D. LOLI ADANEE,M,ST,BJP,147441,2
S14,MANIPUR,2,Outer Manipur,ST,3,2004,HOLKHOMANG HAOKIP,M,ST,NCP,107435,3
S14,MANIPUR,2,Outer Manipur,ST,3,2004,KIM GANGTE,F,ST,MPP,77055,4
S14,MANIPUR,2,Outer Manipur,ST,3,2004,ROSANGZUALA,M,ST,JD(U),37455,5
S14,MANIPUR,2,Outer Manipur,ST,3,2004,W. MORUNG MAKUNGA,M,ST,AITC,20131,6
S15,MEGHALAYA,1,Shillong,GEN,3,2004,PATY RIPPLE KYNDIAH,M,ST,INC,190058,1
S15,MEGHALAYA,1,Shillong,GEN,3,2004,S. LONIAK MARBANIANG,M,ST,IND,119162,2
S15,MEGHALAYA,1,Shillong,GEN,3,2004,SANBOR SWELL LYNGDOH,M,ST,BJP,58560,3
S15,MEGHALAYA,2,Tura,GEN,3,2004,PURANO AGITOK SANGMA,M,ST,AITC,191938,1
S15,MEGHALAYA,2,Tura,GEN,3,2004,DR. MUKUL SANGMA,M,ST,INC,119175,2
S16,MIZORAM,1,Mizoram,ST,3,2004,VANLALZAWMA,M,ST,MNF,182864,1
S16,MIZORAM,1,Mizoram,ST,3,2004,DR. LALTLUANGLIANA KHIANGTE,M,ST,IND,159170,2
S16,MIZORAM,1,Mizoram,ST,3,2004,TLANGDINGLIANA,M,ST,EU,6512,3
S17,NAGALAND,1,Nagaland,GEN,3,2004,W. WANGYUH,M,ST,NPF,698128,1
S17,NAGALAND,1,Nagaland,GEN,3,2004,K. ASUNGBA SANGTAM,M,ST,INC,246109,2
S17,NAGALAND,1,Nagaland,GEN,3,2004,SHRI. AKHEI ACHUMI,M,ST,JD(S),5149,3
S17,NAGALAND,1,Nagaland,GEN,3,2004,SHRI. NYIMTHUNGO,M,ST,IND,3687,4
S17,NAGALAND,1,Nagaland,GEN,3,2004,Dr. Rilanthung,M,ST,IND,1646,5
S18,ORISSA,1,Mayurbhanj,ST,3,2004,SUDAM MARNDI,M,ST,JMM,260529,1
S18,ORISSA,1,Mayurbhanj,ST,3,2004,BHAGIRATHI MAJHI,M,ST,BJP,252557,2
S18,ORISSA,1,Mayurbhanj,ST,3,2004,SUSHILA TIRIYA,F,ST,INC,143159,3
S18,ORISSA,1,Mayurbhanj,ST,3,2004,KANDA CHARAN NAIK,M,ST,BSP,39752,4
S18,ORISSA,2,Balasore,GEN,3,2004,MAHAMEGHA BAHAN AIRA KHARBELA SWAIN,M,GEN,BJP,553087,1
S18,ORISSA,2,Balasore,GEN,3,2004,NIRANJAN PANDA,M,GEN,INC,316132,2
S18,ORISSA,2,Balasore,GEN,3,2004,Mrutyunjay Mohapatra,M,GEN,IND,28247,3
S18,ORISSA,2,Balasore,GEN,3,2004,NALINI KUMAR JENA,M,SC,BSP,21204,4
S18,ORISSA,2,Balasore,GEN,3,2004,TRAILOKYA NATH DAS,M,SC,RPI,15026,5
S18,ORISSA,2,Balasore,GEN,3,2004,Malayendra Kisor Chaudhuri,M,GEN,BMVP,13873,6
S18,ORISSA,3,Bhadrak,SC,3,2004,ARJUN CHARAN SETHI,M,SC,BJD,489200,1
S18,ORISSA,3,Bhadrak,SC,3,2004,MURALIDHAR JENA,M,SC,INC,394431,2
S18,ORISSA,3,Bhadrak,SC,3,2004,Purusottam Malik,M,SC,IND,31586,3
S18,ORISSA,3,Bhadrak,SC,3,2004,PRAFULLA KUMAR DAS,M,SC,BSP,17059,4
S18,ORISSA,4,Jajpur,SC,3,2004,MOHAN JENA,M,SC,BJD,452177,1
S18,ORISSA,4,Jajpur,SC,3,2004,AMIYA KANTA MALLIK,M,SC,INC,400711,2
S18,ORISSA,4,Jajpur,SC,3,2004,RADHABALLAV MALLIK,M,SC,IND,13017,3
S18,ORISSA,4,Jajpur,SC,3,2004,BIJAY KUMAR MALLIK,M,SC,BMVP,10303,4
S18,ORISSA,5,Kendrapara,GEN,3,2004,ARCHANA NAYAK,F,GEN,BJD,453276,1
S18,ORISSA,5,Kendrapara,GEN,3,2004,SRIKANT KUMAR JENA,M,GEN,INC,366433,2
S18,ORISSA,5,Kendrapara,GEN,3,2004,BIKRAM KESHARI ROUTRAY,M,GEN,IND,16556,3
S18,ORISSA,6,Cuttack,GEN,3,2004,BHARTRUHARI MAHTAB,M,GEN,BJD,496750,1
S18,ORISSA,6,Cuttack,GEN,3,2004,JAYANTI PATNAIK,F,GEN,INC,323552,2
S18,ORISSA,7,Jagatsinghpur,GEN,3,2004,BRAHMANANDA PANDA,M,GEN,BJD,466383,1
S18,ORISSA,7,Jagatsinghpur,GEN,3,2004,RANJIB BISWAL,M,GEN,INC,409121,2
S18,ORISSA,7,Jagatsinghpur,GEN,3,2004,BIMALENDU SWAIN,M,GEN,IND,29404,3
S18,ORISSA,7,Jagatsinghpur,GEN,3,2004,PRADIP KUMAR MALLICK,M,SC,BSP,13792,4
S18,ORISSA,7,Jagatsinghpur,GEN,3,2004,GYANARANJAN DAS,M,GEN,SHS,7811,5
S18,ORISSA,8,Puri,GEN,3,2004,BRAJA KISHORE TRIPATHY,M,GEN,BJD,462248,1
S18,ORISSA,8,Puri,GEN,3,2004,PINAKI MISRA,M,GEN,INC,401288,2
S18,ORISSA,8,Puri,GEN,3,2004,KSHITISH BISWAL,M,GEN,CPI(ML)(L),25419,3
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,PRASANNA KUMAR PATASANI,M,GEN,BJD,437762,1
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,SOUMYA RANJAN PATNAIK,M,GEN,INC,325483,2
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,PRAMILA BEHERA,F,SC,IND,36421,3
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,B. RAMACHANDRA,M,GEN,IND,17131,4
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,PRAMOD SAMANTARA,M,GEN,RPI,8526,5
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,BADRI NARAYAN ROUTRAY,M,GEN,BSP,8328,6
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,SHANTI DAS,F,GEN,SP,6531,7
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,SANTOSH KUMAR MISHRA,M,GEN,ABHM,5176,8
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,Sushant Kumar Choudhury,M,GEN,JD(U),4021,9
S18,ORISSA,9,Bhubaneswar,GEN,3,2004,KULAMANI SAHOO,M,GEN,IND,3626,10
S18,ORISSA,10,Aska,GEN,3,2004,HARI HAR SWAIN,M,GEN,BJD,381526,1
S18,ORISSA,10,Aska,GEN,3,2004,RAMKRUSHANA PATNAIK,M,GEN,INC,248924,2
S18,ORISSA,10,Aska,GEN,3,2004,Bijaya Kumar Mohapatro,M,GEN,RSP,19250,3
S18,ORISSA,10,Aska,GEN,3,2004,DUTIKRISHNA PADHI,M,GEN,IND,16396,4
S18,ORISSA,10,Aska,GEN,3,2004,K. SHYAMBABU SUBUDHI,M,GEN,IND,14285,5
S18,ORISSA,11,Berhampur,GEN,3,2004,CHANDRA SEKHAR SAHU,M,GEN,INC,355973,1
S18,ORISSA,11,Berhampur,GEN,3,2004,ANADI SAHU,M,GEN,BJP,304316,2
S18,ORISSA,11,Berhampur,GEN,3,2004,JAGANATH PATRO,M,GEN,IND,34032,3
S18,ORISSA,11,Berhampur,GEN,3,2004,K . SHYAMBABU SUBUDHI,M,GEN,IND,25058,4
S18,ORISSA,12,Koraput,ST,3,2004,GIRIDHAR GAMANG,M,ST,INC,334748,1
S18,ORISSA,12,Koraput,ST,3,2004,PAPANNA MUTIKA,M,ST,BJD,291481,2
S18,ORISSA,12,Koraput,ST,3,2004,TANKADHAR MAJHI,M,ST,BSP,61072,3
S18,ORISSA,12,Koraput,ST,3,2004,MEGHANADA SABAR,M,ST,CPI(ML)(L),48366,4
S18,ORISSA,13,Nowrangpur,ST,3,2004,PARSURAM MAJHI,M,ST,BJP,359989,1
S18,ORISSA,13,Nowrangpur,ST,3,2004,CHANDRA SEKHAR MAJHI,M,ST,INC,335099,2
S18,ORISSA,13,Nowrangpur,ST,3,2004,CHANDRADHWAJA MAJHI,M,ST,BSP,85640,3
S18,ORISSA,14,Kalahandi,GEN,3,2004,BIKRAM KESHARI DEO,M,GEN,BJP,357079,1
S18,ORISSA,14,Kalahandi,GEN,3,2004,BHAKTA CHARAN DAS,M,SC,INC,322957,2
S18,ORISSA,14,Kalahandi,GEN,3,2004,KUNJA BIHARI BAGARTTI,M,GEN,SP,38369,3
S18,ORISSA,14,Kalahandi,GEN,3,2004,Panchanan Dhangada Majhi,M,SC,RPI,35723,4
S18,ORISSA,15,Phulbani,SC,3,2004,SUGRIB SINGH,M,SC,BJD,337951,1
S18,ORISSA,15,Phulbani,SC,3,2004,ABHIMANYU BEHERA,M,SC,INC,318679,2
S18,ORISSA,15,Phulbani,SC,3,2004,NAKUL NAYAK,M,SC,IND,60626,3
S18,ORISSA,15,Phulbani,SC,3,2004,RAMACHANDRA NAIK,M,SC,IND,20787,4
S18,ORISSA,15,Phulbani,SC,3,2004,BIDYADHAR URMA,M,SC,BSP,17187,5
S18,ORISSA,15,Phulbani,SC,3,2004,BISHNU CHARAN BEHERA,M,SC,IND,16862,6
S18,ORISSA,15,Phulbani,SC,3,2004,Karunakar  Haripala,M,SC,RPI,15201,7
S18,ORISSA,16,Bolangir,GEN,3,2004,SANGEETA KUMARI SINGH DEO,F,GEN,BJP,322912,1
S18,ORISSA,16,Bolangir,GEN,3,2004,SARAT PATTANAYAK,M,GEN,INC,222230,2
S18,ORISSA,16,Bolangir,GEN,3,2004,BALGOPAL MISHRA,M,GEN,IND,90418,3
S18,ORISSA,16,Bolangir,GEN,3,2004,DEBENDRA KUMAR BISWAL,M,GEN,BSP,30935,4
S18,ORISSA,16,Bolangir,GEN,3,2004,HENABATI BARIK,F,SC,IND,24235,5
S18,ORISSA,16,Bolangir,GEN,3,2004,LALIT MOHAN GANDHI,M,SC,IND,20351,6
S18,ORISSA,16,Bolangir,GEN,3,2004,PARAMANAND CHHATAR,M,GEN,SP,17297,7
S18,ORISSA,17,Sambalpur,GEN,3,2004,PRASANNA ACHARYA,M,GEN,BJD,390556,1
S18,ORISSA,17,Sambalpur,GEN,3,2004,SANJAY BHOI,M,GEN,INC,375786,2
S18,ORISSA,17,Sambalpur,GEN,3,2004,ASHOK MITTAL,M,GEN,BSP,44259,3
S18,ORISSA,18,Deogarh,GEN,3,2004,DHARMENDRA PRADHAN,M,GEN,BJP,426092,1
S18,ORISSA,18,Deogarh,GEN,3,2004,Sriballav Panigrahi,M,GEN,INC,346996,2
S18,ORISSA,18,Deogarh,GEN,3,2004,Bunde Dhurua,M,ST,IND,16797,3
S18,ORISSA,18,Deogarh,GEN,3,2004,Sudarsan Behera,M,GEN,BSP,14979,4
S18,ORISSA,18,Deogarh,GEN,3,2004,Rohit Ganga Deb,M,GEN,SP,10719,5
S18,ORISSA,18,Deogarh,GEN,3,2004,Tankadhar Barik,M,SC,IND,7718,6
S18,ORISSA,19,Dhenkanal,GEN,3,2004,TATHAGATA SATAPATHY,M,GEN,BJD,423539,1
S18,ORISSA,19,Dhenkanal,GEN,3,2004,KAMAKHYA PRASAD SINGHDEO,M,GEN,INC,300657,2
S18,ORISSA,19,Dhenkanal,GEN,3,2004,BHAJAMAN BEHERA,M,SC,SP,32679,3
S18,ORISSA,19,Dhenkanal,GEN,3,2004,DIBYA KISHORE DAS,M,GEN,IND,18850,4
S18,ORISSA,19,Dhenkanal,GEN,3,2004,BENUDHAR BEHERA,M,SC,RPI,14642,5
S18,ORISSA,20,Sundargarh,ST,3,2004,JUAL ORAM,M,ST,BJP,336562,1
S18,ORISSA,20,Sundargarh,ST,3,2004,FRIDA TOPNO,F,ST,INC,296886,2
S18,ORISSA,20,Sundargarh,ST,3,2004,GEORGE TIRKEY,M,ST,IND,66545,3
S18,ORISSA,20,Sundargarh,ST,3,2004,Harsa Chhatria,M,ST,BSP,18562,4
S18,ORISSA,20,Sundargarh,ST,3,2004,RADHIKA EKKA,F,ST,JKP,13796,5
S18,ORISSA,21,Keonjhar,ST,3,2004,ANANTA NAYAK,M,ST,BJP,355702,1
S18,ORISSA,21,Keonjhar,ST,3,2004,NILAKANTHA NAYAK,M,ST,INC,306493,2
S18,ORISSA,21,Keonjhar,ST,3,2004,MAHESWAR MAJHI,M,ST,IND,61612,3
S18,ORISSA,21,Keonjhar,ST,3,2004,DR. SUDARSAN LOHAR,M,ST,IND,38199,4
S18,ORISSA,21,Keonjhar,ST,3,2004,UPENDRA NATH NAYAK,M,ST,IND,31165,5
S18,ORISSA,21,Keonjhar,ST,3,2004,DEEPAK KUMAR SINGH,M,ST,IND,21491,6
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,VINOD KHANNA,M,GEN,BJP,387612,1
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,SUKHBUNS KAUR BHINDER,F,GEN,INC,362629,2
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,BRIJ MOHAN JULKA,M,GEN,BSP,16651,3
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,BALKAR,M,GEN,IND,7503,4
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,BALKAR SINGH,M,GEN,BGTD,3858,5
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,DEVINDER SINGH SAINI,M,GEN,IND,3277,6
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,RAMESH KUMAR,M,GEN,PBLP,1690,7
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,NEERAJ JOSHI,M,GEN,IND,1645,8
S19,PUNJAB,1,Gurdaspur,GEN,3,2004,KEWAL KRISHAN,M,SC,IND,969,9
S19,PUNJAB,2,Amritsar,GEN,3,2004,NAVJOT SINGH SIDHU,M,GEN,BJP,394223,1
S19,PUNJAB,2,Amritsar,GEN,3,2004,RAGHUNANDAN LAL BHATIA,M,GEN,INC,284691,2
S19,PUNJAB,2,Amritsar,GEN,3,2004,RAM SHARAN PAUL,M,GEN,BSP,15796,3
S19,PUNJAB,2,Amritsar,GEN,3,2004,RAMESH TALWAR,M,GEN,IND,5695,4
S19,PUNJAB,2,Amritsar,GEN,3,2004,REHMAT MASIH,M,GEN,IND,3252,5
S19,PUNJAB,2,Amritsar,GEN,3,2004,SURINDER KUMAR KHOSLA,M,SC,IND,2425,6
S19,PUNJAB,2,Amritsar,GEN,3,2004,BALDEV SINGH RATHAUR,M,SC,IND,1674,7
S19,PUNJAB,2,Amritsar,GEN,3,2004,SAT PAL DOGRA,M,SC,IND,1301,8
S19,PUNJAB,2,Amritsar,GEN,3,2004,SANJIV KUMAR PRASHAR ADVOCATE,M,GEN,IND,990,9
S19,PUNJAB,2,Amritsar,GEN,3,2004,HARBANS LAL MAHAJAN,M,GEN,SP,982,10
S19,PUNJAB,2,Amritsar,GEN,3,2004,GEETA,F,GEN,BGTD,791,11
