SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities
469,Srinivas Kesineni,VIJAYAWADA,TDP,,10th Pass,"Rs 80,81,52,415","Rs 51,23,32,955, "
470,Subbarayan.K,TIRUPPUR,CPI,,10th Pass,"Rs 80,35,576","Rs 5,00,000, "
471,Subhas Kumar Sarkar,BANKURA,BJP,1,Graduate Professional,"Rs 1,97,99,440","Rs 32,61,495, "
472,Subhash Chandra Baheria,BHILWARA,BJP,,Graduate,"Rs 23,27,03,276","Rs 18,27,380, "
473,Subhash Ramrao Bhamre,DHULE,BJP,2,Post Graduate,"Rs 15,86,51,112","Rs 10,00,000, "
474,Subrat Pathak,KANNAUJ,BJP,11,Graduate,"Rs 5,42,87,991","Rs 2,89,93,930, "
475,Sudarshan Bhagat,LOHARDAGA,BJP,,Graduate,"Rs 1,29,47,303","Rs 5,25,000, "
476,Sudhakar Tukaram Shrangare,LATUR,BJP,,10th Pass,"Rs 28,64,78,302","Rs 10,02,50,602, "
477,Sudheer Gupta,MANDSOUR,BJP,1,Post Graduate,"Rs 9,09,08,944","Rs 7,99,283, "
478,Sujay Radhakrishna Vikhe,AHMEDNAGAR,BJP,,Doctorate,"Rs 16,86,64,576","Rs 26,23,964, "
479,Sukanta Majumdar,BALURGHAT,BJP,,Doctorate,"Rs 58,25,866","Rs 21,68,170, "
480,Sukhbir Singh Badal,FIROZPUR,SAD,4,Post Graduate,"Rs 2,17,99,19,870","Rs 95,48,52,600, "
481,Sukhbir Singh Jaunapuria,TONK SAWAI MADHOPUR,BJP,,12th Pass,"Rs 1,23,38,02,420","Rs 0, "
482,Sumalatha W/O Darshan K.,MANDYA,IND,,Post Graduate,"Rs 28,23,601","Rs 0, "
483,Sumathy Alias Thamizhachi Thangapandian,CHENNAI SOUTH,DMK,,Doctorate,"Rs 9,17,93,460","Rs 5,00,000, "
484,Sumedhanand Saraswati,SIKAR,BJP,,Post Graduate,"Rs 28,27,638","Rs 27,19,583, "
485,Sunil Baburao Mendhe,BHANDARA GONDIYA,BJP,2,Others,"Rs 62,75,43,615","Rs 1,98,61,338, "
486,Sunil Kumar,SITAMARHI,JD(U),6,Graduate,"Rs 6,07,17,031","Rs 1,02,77,790, "
487,Sunil Kumar Mondal,BARDHAMAN PURBA,AITC,,Graduate Professional,"Rs 2,03,71,283","Rs 1,48,598, "
488,Sunil Kumar Singh,CHATRA,BJP,,Post Graduate,"Rs 22,62,09,137","Rs 18,89,051, "
489,Sunil Kumar Soni,RAIPUR,BJP,,Graduate,"Rs 4,60,68,126","Rs 24,82,214, "
490,Sunil Soren,DUMKA,BJP,,12th Pass,"Rs 47,37,559","Rs 6,85,516, "
491,Sunita Duggal,SIRSA,BJP,,Post Graduate,"Rs 4,25,96,349","Rs 25,00,000, "
492,Supriya Sadanand Sule,BARAMATI,NCP,,Graduate,"Rs 1,40,88,88,704","Rs 55,00,000, "
493,Surendrajeet Singh Ahluwalia,BARDHAMAN DURGAPUR,BJP,,Graduate Professional,"Rs 2,65,21,750","Rs 7,44,076, "
494,Suresh Babu Nandigam,BAPATLA,YSRCP,,8th Pass,"Rs 41,58,610","Rs 2,69,000, "
495,Suresh Kumar Kashyap,SHIMLA,BJP,,Post Graduate,"Rs 1,57,05,738","Rs 78,73,806, "
496,Suresh Pujari,BARGARH,BJP,,Post Graduate,"Rs 1,16,73,429","Rs 0, "
497,Sushil Kumar Singh,AURANGABAD,BJP,3,Post Graduate,"Rs 16,78,95,109","Rs 37,46,607, "
498,Swami Sachchidanand Hari Sakshi,UNNAO,BJP,4,Doctorate,"Rs 4,08,86,941","Rs 6,99,025, "
499,T. N. Prathapan,THRISSUR,INC,7,12th Pass,"Rs 86,09,349","Rs 29,78,120, "
500,T. R. V .S. Ramesh,CUDDALORE,DMK,,Graduate Professional,"Rs 42,33,78,552","Rs 10,28,28,604, "
501,Talari Rangaiah,ANANTAPUR,YSRCP,2,Doctorate,"Rs 1,17,73,091","Rs 11,35,547, "
502,Tapir Gao,ARUNACHAL EAST,BJP,,Post Graduate,"Rs 13,66,28,259","Rs 0, "
503,Tatkare Sunil Dattatray,RAIGAD,NCP,,Others,"Rs 12,74,87,277","Rs 32,21,073, "
504,Tejasvi Surya,BANGALORE SOUTH,BJP,,Graduate Professional,"Rs 13,46,593","Rs 0, "
505,Thirumaavalavan Thol,CHIDAMBARAM,Viduthalai Chiruthaigal Katchi,3,Doctorate,"Rs 92,44,092","Rs 3,94,248, "
506,Thirunavukkarasar. Su,TIRUCHIRAPPALLI,INC,,Post Graduate,"Rs 3,21,82,184","Rs 40,208, "
507,Thomas Chazhikadan,KOTTAYAM,Kerala Congress (M),,Graduate Professional,"Rs 2,60,27,478","Rs 4,95,778, "
508,Tirath Singh Rawat,GARHWAL,BJP,,Post Graduate,"Rs 1,50,32,657","Rs 35,00,000, "
509,Tokheho Yepthomi,NAGALAND,Nationalist Democratic Progressive Party,,Graduate,"Rs 12,81,17,474","Rs 1,86,00,000, "
510,Topon Kumar Gogoi,JORHAT,BJP,,Post Graduate,"Rs 1,25,97,461","Rs 4,55,398, "
511,Tsering Namgyal,LADAKH,BJP,1,Graduate,"Rs 9,81,904","Rs 0, "
512,Udasi. S.C.,HAVERI,BJP,,12th Pass,"Rs 71,84,99,195","Rs 16,55,66,495, "
513,Unmesh Bhaiyyasaheb Patil,JALGAON,BJP,1,Graduate Professional,"Rs 1,23,24,604","Rs 25,29,954, "
514,Upendra Singh Rawat,BARABANKI,BJP,1,Post Graduate,"Rs 1,80,50,127","Rs 31,71,774, "
515,V K Sreekandan,PALAKKAD,INC,7,Graduate,"Rs 63,56,399","Rs 27,09,000, "
516,V Srinivas Prasad,CHAMARAJANAGAR,BJP,,Post Graduate,"Rs 14,38,04,441","Rs 3,24,909, "
517,V. Vaithilingam,PUDUCHERRY,INC,,Graduate,"Rs 10,80,15,548","Rs 5,20,989, "
518,Vanga Geetha Viswanatham,KAKINADA,YSRCP,,Post Graduate,"Rs 20,25,28,594","Rs 3,44,16,887, "
519,Vasanthakumar H,KANNIYAKUMARI,INC,,Post Graduate,"Rs 4,17,49,30,444","Rs 1,54,75,11,439, "
520,Veena Devi,VAISHALI,LJP,2,10th Pass,"Rs 33,72,84,632","Rs 11,20,89,220, "
521,Velusamy P,DINDIGUL,DMK,,Illiterate,"Rs 14,80,76,407","Rs 3,14,74,526, "
522,Venkatesan S,MADURAI,CPI(M),,12th Pass,"Rs 18,11,456","Rs 0, "
523,Venkatesh Netha Borlakunta,PEDDAPALLE,TRS,,Doctorate,"Rs 1,65,97,300","Rs 0, "
524,Vijay Baghel,DURG,BJP,,Graduate,"Rs 3,44,29,027","Rs 87,48,686, "
525,Vijay Kumar,GAYA,JD(U),3,12th Pass,"Rs 1,27,66,141","Rs 31,48,932, "
526,Vijay Kumar Dubey,KUSHI NAGAR,BJP,2,12th Pass,"Rs 2,18,60,780","Rs 3,16,847, "
527,Vijay Kumar Hansdak,RAJMAHAL,JMM,,10th Pass,"Rs 1,29,19,555","Rs 27,43,560, "
528,Vijay Kumar Singh,GHAZIABAD,BJP,2,Doctorate,"Rs 5,65,45,702","Rs 0, "
529,Vinayak Bhaurao Raut,RATNAGIRI SINDHUDURG,SHS,3,Post Graduate,"Rs 5,06,60,534","Rs 28,30,000, "
530,Vincent H. Pala,SHILLONG,INC,,Graduate Professional,"Rs 54,95,15,421","Rs 0, "
531,Vinod Kumar Sonkar,KAUSHAMBI,BJP,4,Graduate,"Rs 5,93,36,113","Rs 2,07,30,086, "
532,Virendra Kumar,TIKAMGARH,BJP,,Doctorate,"Rs 2,15,03,766","Rs 19,74,216, "
533,Virendra Singh,BALLIA,BJP,2,Graduate,"Rs 2,44,98,319","Rs 0, "
534,Vishnu Datt Sharma,KHAJURAHO,BJP,,Post Graduate,"Rs 1,05,89,334","Rs 25,07,176, "
535,Vishnu Dayal Ram,PALAMU,BJP,,Graduate,"Rs 3,22,73,873","Rs 90,922, "
536,Vishnuprasad. M.K,ARANI,INC,1,Graduate Professional,"Rs 23,45,64,815","Rs 3,34,09,505, "
537,Vivek Narayan Shejwalkar,GWALIOR,BJP,,Graduate Professional,"Rs 5,89,11,673","Rs 0, "
538,Y. Devendrappa,BELLARY,BJP,,5th Pass,"Rs 4,01,07,878","Rs 2,50,000, "
539,Yeduguri Sandinti Avinash Reddy,KADAPA,YSRCP,4,Post Graduate,"Rs 18,69,69,794","Rs 2,28,33,319, "
